[Header]
GSGX Version	1.6.0
Report Date	5/4/2010 1:35:59 PM
Project	Direct Hybrid
Group Set	Single
Analysis	DirectHybrid
Normalization	none
[Control Probe Profile]
TargetID	ProbeID	4849554032_A.AVG_Signal	4849554032_B.AVG_Signal	4849554032_C.AVG_Signal	4849554032_D.AVG_Signal	4849554032_E.AVG_Signal	4849554032_F.AVG_Signal	4849554032_G.AVG_Signal	4849554032_H.AVG_Signal	4859453004_A.AVG_Signal	4859453004_B.AVG_Signal	4859453004_C.AVG_Signal	4859453004_D.AVG_Signal	4859453004_E.AVG_Signal	4859453004_F.AVG_Signal	4859453004_G.AVG_Signal	4859453004_H.AVG_Signal	4859453022_A.AVG_Signal	4859453022_B.AVG_Signal	4859453022_C.AVG_Signal	4859453022_D.AVG_Signal	4859453022_E.AVG_Signal	4859453022_F.AVG_Signal	4859453022_G.AVG_Signal	4859453022_H.AVG_Signal	4859453023_A.AVG_Signal	4859453023_B.AVG_Signal	4859453023_C.AVG_Signal	4859453023_D.AVG_Signal	4859453023_E.AVG_Signal	4859453023_F.AVG_Signal	4859453023_G.AVG_Signal	4859453023_H.AVG_Signal	4859453024_A.AVG_Signal	4859453024_B.AVG_Signal	4859453024_C.AVG_Signal	4859453024_D.AVG_Signal	4859453024_E.AVG_Signal	4859453024_F.AVG_Signal	4859453024_G.AVG_Signal	4859453024_H.AVG_Signal	4859453027_A.AVG_Signal	4859453027_B.AVG_Signal	4859453027_C.AVG_Signal	4859453027_D.AVG_Signal	4859453027_E.AVG_Signal	4859453027_F.AVG_Signal	4859453027_G.AVG_Signal	4859453027_H.AVG_Signal	
NEGATIVE	1410626	186.4691	151.7233	201.6657	171.1051	178.8721	190.0766	226.2022	170.2192	289.5472	212.9105	226.0655	219.0369	241.9868	239.2555	218.0792	203.0729	333.2541	216.8318	256.7962	200.3671	265.4415	282.0452	323.1297	272.1530	275.5961	279.0804	239.5283	255.4648	218.6868	282.9031	250.1785	279.2692	263.9247	245.3915	290.3900	268.0266	327.2628	282.3479	279.6315	279.0626	242.2154	293.2481	272.6409	275.5463	204.2162	215.5157	345.1676	207.1192	
NEGATIVE	1430139	121.0612	94.7085	94.5662	100.4405	105.6712	118.3956	109.4019	114.8224	158.5980	125.3457	126.0694	119.2375	120.4529	132.9430	125.1127	134.5018	164.3775	118.2387	154.3613	114.0405	123.0523	130.2989	169.2014	118.1818	158.1349	183.9428	141.1716	154.5224	139.2671	158.6689	143.2242	158.3849	148.2001	189.1974	176.6466	175.1348	155.9884	171.5710	154.6684	156.8032	115.9255	139.9100	134.3106	121.1656	104.2626	118.3925	158.5011	138.4239	
NEGATIVE	1430554	98.0011	83.6289	82.6677	81.4693	91.9191	88.5703	104.1692	87.9700	124.9913	113.2586	95.7140	109.6050	108.9605	103.4469	119.5936	121.4043	120.7752	105.9573	127.7339	95.5014	88.2979	115.3408	126.1375	115.2130	121.4736	130.5008	107.3422	124.1046	113.7665	122.7204	114.6909	116.1696	128.4765	126.4910	126.6350	132.5340	124.7124	117.7642	127.2627	122.8942	103.5927	115.5045	103.1109	119.8266	96.8227	102.1390	140.2713	105.6906	
NEGATIVE	1430592	84.1985	85.6286	88.9789	99.3530	109.1839	99.4872	93.6349	90.1077	116.1860	106.5457	113.3521	101.8782	119.6282	117.6712	105.2707	113.7172	127.2027	97.0865	112.4362	99.3392	85.4498	120.4941	151.6161	111.0437	119.0074	135.0820	111.9963	111.0019	118.3020	115.0220	111.2907	111.6718	120.1907	124.9446	141.8202	123.9339	113.5172	117.7197	116.2845	135.9167	99.3878	114.6136	96.1569	110.2085	90.3863	87.7201	127.6126	109.2623	
NEGATIVE	1440156	168.1848	128.3194	152.6537	158.3507	159.5869	139.9895	192.6488	162.3414	206.8027	181.7198	153.1072	180.5914	214.9781	197.9736	182.4194	175.0889	298.7298	165.2093	213.3732	184.4608	170.7341	202.4289	190.7755	174.8205	210.0604	234.1139	203.7942	213.7464	183.6266	220.4362	184.2298	193.7357	229.8384	233.0372	259.1805	208.5529	233.0084	212.9015	195.3391	208.8617	168.2211	204.8960	209.1447	203.1706	159.1057	177.9988	236.1478	166.9255	
NEGATIVE	1440184	118.4696	100.2115	101.0031	99.3182	101.9868	112.9709	111.4366	107.8474	129.1836	122.6999	120.8816	110.6877	136.2710	119.4610	127.5547	122.8155	144.6632	127.9167	141.6328	109.4507	110.5587	118.2957	128.9061	131.2559	136.8050	143.2309	133.9001	134.0833	135.5070	127.4534	125.8296	138.3575	141.7065	143.5624	146.9415	139.6185	141.9301	137.9462	121.5171	148.8760	107.3818	123.9564	138.9862	127.5890	104.0875	112.3996	145.5385	126.0214	
NEGATIVE	1440424	97.5996	93.0411	90.5541	89.3284	96.9773	85.9429	100.0323	100.9088	118.6685	113.7583	103.3930	104.7836	107.3380	101.1328	114.3442	115.6331	142.8525	120.0961	132.2063	114.4892	92.2062	115.3114	131.1764	118.8600	127.8210	118.6415	123.8317	117.7845	137.1601	122.6249	133.2456	123.3849	147.2724	119.1784	134.7149	128.8893	166.4897	129.4319	129.4594	130.5299	117.9849	116.3137	115.9736	130.6119	97.2455	102.0704	131.9978	109.8695	
NEGATIVE	1450121	120.0136	95.2818	128.3491	99.1159	118.3406	119.1333	129.9619	104.1757	155.9859	143.3686	131.2934	130.2247	140.8717	130.1904	129.0532	128.8540	160.5185	137.5518	147.7211	118.3471	126.1148	150.4168	181.4046	177.5242	133.2945	158.4339	130.8938	129.7268	134.7417	154.2591	140.9264	143.3082	175.3998	148.8159	172.3366	155.3901	152.8479	145.5756	138.1473	155.2538	140.8409	177.1897	147.4418	152.6150	143.1039	122.3213	176.7432	127.0344	
NEGATIVE	1450411	86.3818	80.8443	86.3410	83.7941	95.8428	86.4086	95.5010	87.4228	120.5678	115.5210	100.6187	103.9359	107.2206	104.8769	93.6857	109.9704	111.7107	100.5320	102.8730	101.7192	97.9840	108.8523	117.4068	94.7727	116.0769	125.2613	92.7687	115.5789	103.6983	106.5656	113.7747	116.5236	120.0498	120.3274	125.9136	123.5427	124.4217	104.8983	111.5546	118.2651	99.0926	108.4335	103.6172	105.0416	83.2522	96.4017	120.9745	95.9734	
NEGATIVE	1450706	93.8270	82.8570	97.5527	96.7255	106.6341	103.1032	117.0921	105.3134	167.0762	130.6192	119.8953	118.1638	116.6637	136.6199	115.7295	126.3944	153.0370	106.8460	138.4290	103.7947	120.6270	116.1109	134.5260	124.2142	153.8871	163.1845	124.5103	118.1133	126.4130	127.7605	132.8085	149.6687	141.4649	139.7031	167.2703	143.9211	149.8463	125.0949	131.5991	120.9008	113.7363	120.3091	127.0758	127.5010	107.2407	118.7904	145.2222	108.9920	
NEGATIVE	1470278	84.6270	91.1222	93.7832	79.1861	100.6184	83.3213	97.3519	87.5907	103.8108	115.6640	107.8020	93.8547	102.1159	104.3313	98.9884	107.0807	126.6933	102.0567	112.6010	86.7900	86.0004	104.9281	116.0307	95.0533	124.8149	121.2920	103.2456	121.3183	106.9303	129.4402	112.0984	118.1699	125.1919	120.8975	136.0582	113.3543	138.4670	137.5778	121.0816	117.2937	93.8770	101.8465	102.0568	115.9629	94.6450	97.1637	125.3823	98.9974	
NEGATIVE	1470563	95.6713	92.0086	83.8633	84.9715	100.1810	105.6620	99.5208	88.7009	145.3460	113.7250	110.9647	104.2121	99.4224	117.3690	106.1360	112.8171	138.2132	117.0521	148.3792	121.4992	105.8793	110.6023	128.8843	93.2458	140.9904	126.6630	124.9213	124.2063	116.3071	114.5926	122.2420	116.1587	126.3277	131.4724	160.2795	125.9334	130.1147	140.9346	125.6492	153.1657	112.2426	120.9444	118.4169	125.5421	100.0070	101.7174	111.3522	115.9288	
NEGATIVE	1500022	80.8657	73.9225	83.8524	81.8795	83.0273	86.7120	91.6262	89.8891	120.3263	109.1748	87.3468	86.7972	107.2362	103.4930	87.3611	114.2121	127.8010	104.7473	108.5301	99.8601	91.5052	102.2384	141.2697	100.3267	111.2829	123.3847	104.3374	115.0508	102.8858	130.6232	111.1383	120.5116	119.8841	125.9370	127.0443	117.4422	125.1604	131.7902	127.6397	118.4847	91.3685	118.7490	99.2354	115.2930	103.3183	86.2770	129.5074	93.2037	
NEGATIVE	1500040	88.1468	72.4746	87.3987	73.3662	76.2399	83.7774	86.8998	81.5197	128.3899	92.1789	94.8922	91.3491	103.8522	104.8408	100.1480	107.1895	114.1700	101.7865	105.2088	90.9326	89.9210	100.9422	103.5814	103.7355	100.7702	115.1421	106.3776	102.9997	105.6631	109.1837	110.6256	107.7356	122.1899	123.3399	132.7753	121.8661	132.7278	116.6382	99.6565	111.7357	96.4319	112.8076	95.6459	119.1534	81.3803	99.1143	98.3684	94.6465	
NEGATIVE	1500286	88.2295	82.7600	86.5864	80.9114	98.6270	89.8835	88.9117	89.9949	119.5662	124.0452	121.3462	103.1970	102.8487	115.4879	112.5435	123.3966	138.8003	117.2983	126.6447	108.1706	110.9600	100.2825	117.3370	116.6529	126.8823	153.5937	120.9925	121.2506	113.2625	135.5756	115.2218	115.2035	136.4339	131.5233	126.6504	132.5168	139.2923	119.7742	113.2109	129.7877	99.4101	120.1491	110.3365	102.8983	89.1287	94.9967	126.0966	93.2602	
NEGATIVE	1500497	111.3027	101.4518	102.2877	99.4633	112.7394	106.6553	123.7368	111.2609	153.0949	132.5878	119.3423	113.0288	145.4945	142.3582	117.7088	132.0599	163.6833	123.8513	148.3731	120.6728	122.3682	130.7558	145.2015	138.4076	134.9908	145.4434	122.3327	124.1511	125.3592	134.8545	127.0123	140.0404	132.9986	141.7449	137.1402	127.7593	141.2803	145.1524	129.6245	148.2177	133.0026	140.9248	140.9775	142.6042	108.1072	112.6386	147.6783	132.3678	
NEGATIVE	1510097	91.8493	84.4637	96.5418	73.4896	85.7679	98.0639	104.6775	92.2338	107.0135	111.5532	104.9088	99.4686	105.9600	112.0591	98.4145	93.1509	114.0667	98.3523	103.3895	97.4404	100.8605	96.2927	111.4568	105.9810	118.2016	116.9020	107.5314	103.7663	100.7154	107.7971	121.2163	121.6133	130.9478	128.3042	122.9587	122.7136	113.7441	137.2023	109.0507	102.0667	112.4954	94.4347	97.9215	101.9767	91.1945	94.0266	124.2550	91.7775	
NEGATIVE	1510504	93.8028	72.7884	84.0280	82.4797	82.8083	86.1323	103.9613	82.3159	115.7815	122.9738	107.0755	96.3072	100.2898	118.4665	112.6807	96.8757	126.7735	102.7328	111.0886	92.8114	91.7578	108.5837	120.9103	97.2561	130.5611	125.3198	102.9097	115.5125	114.7800	122.8391	123.0937	115.8750	124.5971	148.2587	137.6829	113.7735	156.9848	129.9504	106.9629	132.7317	94.7440	110.5995	96.2684	111.5126	91.9033	97.1677	113.9644	116.1275	
NEGATIVE	1510672	162.3019	113.4204	131.5659	124.9904	124.2178	129.4792	167.4218	133.0172	190.4351	160.1562	142.0487	145.5035	172.9267	132.8363	146.7697	151.0037	208.5313	156.2267	160.1890	165.2673	150.7242	171.4805	235.0584	171.0889	190.0864	217.9580	168.9556	181.0062	166.2459	179.2993	185.9469	185.7758	173.3419	202.3418	214.7695	208.1315	210.0628	182.5643	176.3468	200.5525	152.5230	166.7168	183.9168	178.6654	129.4019	162.6770	215.0632	148.3018	
NEGATIVE	1570202	111.3271	97.0716	106.5826	94.5904	113.7024	110.6600	105.1970	108.3906	156.3350	129.6572	128.6442	117.4178	127.0661	113.8030	116.8230	125.4363	153.8396	127.3485	157.4091	112.5815	125.8583	114.1974	150.2732	140.6224	151.4814	147.0081	145.3859	141.1308	125.3029	149.7350	142.2620	127.3297	147.3657	176.3565	173.3623	152.0316	153.6617	159.2103	145.3153	138.4589	120.6621	164.1664	135.5989	152.0484	122.6426	122.3218	145.6617	130.6293	
NEGATIVE	1570376	103.9995	95.6347	99.5191	94.5127	100.0604	99.2847	122.5959	120.3862	144.0419	140.3350	111.2073	116.8540	115.5631	113.0205	130.0746	137.3538	149.6633	121.6555	144.4029	127.8179	111.4163	132.2968	161.6140	109.3841	164.5182	146.4222	150.9836	140.3353	138.8373	148.2243	139.7244	148.9159	139.0211	152.1167	153.6430	150.7390	170.2012	135.8294	125.9979	171.5037	101.2652	125.4967	148.9483	152.2736	104.4917	120.0108	147.0697	109.6285	
NEGATIVE	1570482	98.5781	80.7992	107.2127	97.0436	99.4001	122.2820	141.7364	104.4352	154.2758	130.3870	138.0367	117.5493	116.1957	125.9734	132.1113	124.1841	182.4363	143.8547	148.7987	124.1561	126.1002	155.4961	165.8359	119.2377	136.2135	159.4155	137.6975	145.3611	136.7855	146.8735	150.1702	143.8029	155.6268	198.0815	178.2079	145.4469	159.3158	144.1781	152.5347	137.0586	147.2581	148.1776	138.8342	142.8871	107.0474	117.6682	159.8922	116.0776	
NEGATIVE	1580367	88.8069	74.6606	82.0999	68.1526	88.1945	72.8723	79.1378	83.5046	108.8527	102.0014	93.2358	89.0091	100.1650	98.9364	94.8056	106.1959	103.5664	106.3956	107.5996	81.0774	86.7475	103.7798	123.5889	89.3464	110.2997	115.6090	107.2522	104.9647	102.5688	98.2469	110.7741	103.4537	112.7648	109.8944	119.3594	113.3890	108.4635	105.4930	106.7285	126.3246	81.1853	90.0286	97.4250	115.7451	86.9506	93.1784	110.3003	96.6877	
NEGATIVE	1580369	164.4822	131.4425	144.0083	141.3227	156.7514	188.5131	171.4478	166.9595	218.2397	168.3439	167.4206	205.1350	219.0650	194.1184	177.6397	195.9779	253.1844	150.7355	176.7896	194.2933	170.9187	203.0555	305.5405	201.8165	226.1032	270.4708	213.8486	256.1098	188.3916	231.2502	231.5108	188.4031	224.1152	193.6234	273.9584	254.7425	258.4856	216.7779	228.6048	201.6864	201.8225	252.0447	215.3514	235.3153	163.5697	188.1263	274.1630	188.5240	
NEGATIVE	1660189	94.0649	86.3905	102.7718	88.6836	93.1590	92.9781	101.7171	92.3256	125.2701	116.4867	122.6525	110.6064	116.2651	128.1890	112.1320	113.9224	134.5100	126.3851	140.4107	112.8742	91.1328	125.2351	139.9318	124.9856	130.7362	140.8361	134.8469	120.6389	118.2414	130.5309	131.4002	148.2357	138.4872	144.1487	146.1671	137.1860	145.0770	135.7118	128.3115	140.4291	98.5713	138.8304	121.6146	121.8782	116.0631	117.9237	148.9041	107.6138	
NEGATIVE	1660474	92.6601	83.8657	103.3260	78.0965	95.1182	99.5039	109.8769	98.3684	146.1702	118.5195	118.2080	117.2284	118.5586	119.4723	125.6972	121.7388	129.9377	119.9150	145.6113	117.3465	144.4561	122.8733	144.7458	119.1795	136.1752	145.4931	134.3764	130.8374	117.6758	133.0917	130.7845	132.0634	160.4605	142.6114	157.7386	134.6137	162.1909	159.8332	145.1739	130.7691	136.7329	126.8685	135.4858	146.3511	106.3483	105.8479	143.7334	110.5871	
NEGATIVE	1690026	95.0702	88.0128	79.2781	89.3622	82.9587	99.4989	93.6663	101.3460	137.8735	112.7886	106.5559	103.1625	116.5381	107.3231	111.5055	108.4914	112.5157	118.7216	107.7826	89.2052	95.0625	94.4511	123.8008	118.0539	114.4921	129.9090	108.6006	117.4106	121.6297	116.1276	119.6691	120.4700	138.7955	145.8124	127.5638	120.4997	127.8309	117.6083	110.0665	124.4850	89.3027	117.8745	110.5063	112.4492	96.8601	111.3667	127.7619	99.4612	
NEGATIVE	1690341	86.2539	84.8667	91.7243	87.6796	80.9267	88.5916	103.2487	105.4175	129.9184	129.9108	110.7774	92.3948	112.9587	102.7558	103.3644	107.5352	126.0153	98.2241	115.3252	96.8039	106.4729	106.4382	126.0641	114.0569	123.0707	114.8392	110.9265	110.0655	113.4727	113.9317	115.7650	123.7222	123.2086	132.4984	114.5103	118.9141	145.3615	97.7483	117.5044	101.2797	87.0732	127.6835	102.9511	123.2411	91.8316	85.4810	152.8703	100.5324	
NEGATIVE	1690537	303.6272	227.7662	269.5644	279.8677	344.4793	268.5425	350.2945	323.1201	403.9846	404.1413	342.1694	316.1802	348.0544	420.0470	287.2652	361.1522	519.7106	306.7563	404.9376	375.6697	377.0688	387.5553	433.4337	359.5764	397.1880	521.4474	440.2664	386.5205	333.1903	432.6184	405.6877	394.1015	426.3571	436.7328	510.4914	453.9389	423.3482	540.2635	438.3507	465.5712	371.8661	381.4588	363.1971	373.1400	355.0196	364.3441	474.6876	320.5724	
NEGATIVE	1710196	93.0164	87.5253	90.5025	86.4279	88.5060	87.7118	92.3518	90.5324	116.7613	103.5533	109.6719	106.2003	103.4509	114.2035	104.0329	109.0601	123.2366	107.9140	118.0246	98.1981	89.2392	96.9352	117.5157	104.0816	122.2882	118.9605	113.1747	112.6787	98.8637	114.4442	112.5098	102.7611	120.0876	134.9505	144.4673	142.9187	122.7839	116.9650	113.6047	119.4072	100.3570	103.5769	104.2774	116.3626	103.9778	106.7323	134.3952	105.4520	
NEGATIVE	1710458	94.4110	77.5976	97.8624	75.7610	79.8339	85.7993	101.2922	83.4248	125.7378	111.6470	94.7791	100.4988	110.9347	107.9198	105.6116	113.3176	126.1182	103.5051	97.0621	94.7648	92.4921	94.5297	128.2211	109.1439	115.9481	113.3255	106.4831	115.4740	119.5610	119.2878	119.2522	108.5463	118.9766	124.4291	119.4324	141.9861	117.5431	117.0087	115.4205	125.3473	103.7765	116.1564	106.1801	124.9099	100.5515	93.7187	136.4803	90.3418	
NEGATIVE	1710747	87.8416	79.5395	85.1563	73.9749	96.4856	94.4842	97.2440	71.3737	115.5580	95.8782	97.3497	107.9361	104.7119	111.4523	95.2639	112.8617	125.7184	103.7009	119.9019	98.3020	88.1876	108.4806	141.4287	88.9398	116.2676	129.5120	110.2547	113.1493	102.9882	122.2273	112.3235	115.4128	126.0307	125.3317	131.8383	120.0329	122.7014	124.8440	109.8022	126.4642	95.3698	117.5323	104.1807	117.9862	96.1301	102.0475	114.3179	98.7840	
NEGATIVE	1740039	134.6134	104.4497	147.0174	120.4200	140.0709	133.0905	153.0326	144.8859	204.9409	165.5830	172.6448	161.2696	162.6622	160.9275	190.2130	147.6293	240.3467	161.1178	197.2496	174.1441	165.2600	210.9327	270.7651	187.0739	181.0293	176.1792	179.7942	204.8160	167.3757	158.5262	189.6707	157.8837	192.7198	201.6880	213.3162	178.3604	200.2851	192.6464	227.6529	184.1830	189.2871	193.7615	169.3908	185.4743	127.3510	168.7421	240.8784	145.2726	
NEGATIVE	1740164	79.0184	91.1819	84.1686	89.3188	79.1762	84.5472	102.9024	83.0054	121.0136	99.3134	100.2769	126.8455	101.6138	105.2027	113.5515	116.0890	115.6684	94.9263	107.5981	94.3143	90.5505	105.2398	130.6856	105.4414	124.4359	120.1982	105.5465	118.0621	115.2682	131.2915	118.1869	125.8074	113.5805	121.9985	150.7798	105.0591	123.0574	110.9256	98.0880	116.1610	89.1385	115.2308	107.4210	114.5261	79.9996	94.5076	123.3182	93.2428	
NEGATIVE	1740632	108.8914	96.6102	113.4062	116.3112	112.1429	113.4977	122.0923	111.6241	141.0950	121.3127	108.1151	121.0069	146.1404	139.1000	136.3426	125.5518	138.7905	115.0482	130.2100	124.6282	113.3319	135.0442	177.5291	129.7689	137.9671	157.2306	134.7137	137.1991	131.3616	138.9625	129.9333	128.2271	146.9710	160.3244	160.9731	133.4554	143.8523	128.1827	141.1406	145.0076	110.3311	133.0921	132.5623	127.6987	99.6447	120.6893	149.6269	105.3167	
NEGATIVE	1770068	115.1791	103.2806	107.9018	100.8380	103.5675	91.9614	113.4035	97.8304	157.5723	135.6778	133.5895	108.9633	130.4875	141.8829	115.6675	114.2829	175.1879	126.5818	128.4382	119.6673	120.2685	145.6275	153.5984	148.8557	148.5864	169.0487	140.5198	166.5374	114.2946	138.4156	144.6628	150.6966	152.8454	152.1044	136.3847	144.8616	170.0519	149.7985	177.4575	144.9340	119.9053	139.7422	119.0893	137.9817	125.2830	129.8495	173.7446	114.2227	
NEGATIVE	1770707	91.9715	80.0051	94.9398	82.2622	91.8197	94.2651	106.0518	92.1693	117.7647	109.4214	95.4160	108.3522	108.8151	111.4888	121.1872	103.4203	116.8702	109.6630	124.4372	98.1599	104.1055	132.4036	151.8355	108.3988	122.9562	150.2987	116.1223	118.6926	121.7814	123.4878	115.5847	126.1631	136.6483	132.3368	155.1146	134.6456	134.8160	127.6951	129.5421	126.6422	105.2080	118.9729	118.9860	115.3637	105.0151	117.9539	146.3283	111.6893	
NEGATIVE	1780026	78.8249	85.9725	96.8821	80.2197	92.6915	78.8174	89.3918	78.2478	109.9684	102.3746	91.3166	94.0744	92.2252	95.0174	93.0786	95.5047	121.1384	98.5433	116.6586	88.3218	91.9465	113.2589	102.9393	101.3497	112.9077	111.0096	111.0799	106.0230	105.4123	117.0050	100.4900	112.1959	125.4197	114.1850	113.9496	111.5777	119.6389	104.8041	105.0553	123.5003	92.3095	99.6559	96.9423	102.5130	93.6259	94.1407	124.7064	92.3319	
NEGATIVE	1780136	92.5051	86.7262	74.3561	89.7801	82.7937	82.1492	86.7876	89.4765	113.4629	110.5641	98.9939	93.7985	105.8806	99.4809	92.1619	120.4932	110.2742	98.5767	107.4275	124.3750	89.7161	93.1468	120.8544	104.2960	121.5913	118.9536	105.6557	97.5719	97.7729	128.5857	111.0354	106.9249	125.0530	131.6758	136.6769	122.7877	122.5137	121.3061	121.7754	124.1603	90.2524	111.8132	97.3706	96.3345	95.8813	85.8885	119.7465	92.8127	
NEGATIVE	1780739	98.9638	99.3735	84.7369	102.7592	122.9776	105.2320	111.4117	119.9750	150.8661	127.3290	110.0583	124.3050	127.3994	130.7935	130.7956	159.1592	145.2816	126.6570	133.5538	108.1320	128.4808	125.1298	148.5497	116.4881	163.9622	185.8993	147.0522	140.6892	143.6332	168.1560	130.5663	150.4986	174.4469	174.2762	164.9287	166.3639	169.3601	180.2359	148.3963	158.3004	129.7646	143.6812	132.8397	146.0531	104.4709	134.0325	160.1848	125.6897	
NEGATIVE	1820309	121.6305	88.8238	117.9653	103.1497	104.7211	116.9284	143.4606	131.0344	174.5570	151.0507	153.4493	155.1681	157.8469	171.1606	158.1817	137.3758	237.5062	131.4339	185.2894	164.0712	156.3194	173.1064	206.8042	182.9538	174.1293	166.2414	151.1632	180.8629	163.8177	173.7468	160.1778	159.1885	177.1251	183.9858	207.6854	185.0030	199.4075	177.4592	183.9708	167.0362	181.8455	164.3316	176.4793	190.5288	128.8046	140.3549	213.3504	130.6790	
NEGATIVE	1850243	87.8346	84.3883	110.2300	95.3188	99.3877	108.1545	124.5871	100.3251	152.7155	143.9561	128.6703	128.2730	131.5677	136.4196	125.9143	135.6926	140.3234	117.1877	145.0273	136.7859	109.9102	114.6009	171.6893	143.5450	138.1582	159.7007	142.4583	152.0005	142.1391	128.1631	164.1169	142.1251	155.6573	147.6696	172.8424	143.4023	162.7925	140.7180	148.8666	151.9157	129.7376	140.0199	118.3382	151.2104	105.4145	134.9812	148.2764	107.3573	
NEGATIVE	1850255	88.0951	67.9085	91.0896	93.3874	98.8453	81.5762	96.4677	104.4246	130.2392	129.3936	103.1232	91.2000	109.9686	107.6778	104.6037	118.2925	131.6486	111.5414	104.8371	96.8164	87.0451	93.7494	135.8837	109.9144	119.7524	127.1424	127.1553	116.0560	114.3126	122.1770	107.8614	125.6538	136.5448	137.0720	141.9241	125.7336	115.9452	123.2733	116.6253	137.3411	91.0976	116.0723	108.8341	104.1104	88.4360	99.4635	129.1572	110.1043	
NEGATIVE	1850725	103.4335	77.8806	87.5529	88.3046	94.1452	102.0159	108.4299	102.1925	147.2656	128.8413	127.4903	110.2002	126.0561	121.4722	127.6372	102.4743	144.2588	126.4495	160.9872	121.1712	116.7861	152.1981	157.1512	124.7632	125.0841	144.2873	117.7651	130.4640	136.8663	152.4420	124.6536	141.4873	147.6390	160.1991	126.0432	118.6009	145.9968	169.8847	119.7258	131.4982	106.9779	143.7848	126.5226	126.1893	104.5003	112.1425	153.0705	102.3547	
NEGATIVE	1940398	90.3397	83.8970	90.6089	81.7050	98.3266	89.3243	99.4780	92.6900	105.5994	107.1387	107.4519	108.1826	107.0358	107.2915	103.1993	110.5141	113.5480	115.0864	110.5007	93.0381	92.5396	98.4777	127.9829	103.9962	128.3578	132.8741	105.7582	125.6620	108.0607	113.3584	111.2672	113.5356	128.0461	120.0441	131.0017	112.4686	112.4932	121.7468	109.4259	119.0581	111.5048	114.5630	110.7018	102.5108	85.3997	101.1582	113.4107	103.9019	
NEGATIVE	1940594	78.7613	72.0475	71.8350	69.6034	83.7853	73.4960	91.7488	86.7729	120.7955	107.5646	98.9788	98.7579	94.0048	106.6614	97.1347	99.3462	122.7881	90.7290	110.1903	101.0088	87.7859	105.5835	101.4749	91.4870	99.6082	111.8866	99.0966	117.6994	103.9550	111.0317	113.2861	109.4743	112.7586	130.2098	138.1309	121.0609	109.8034	101.1657	100.7763	118.6133	99.2468	94.9583	81.5340	103.2339	82.2962	73.2682	116.1156	92.9819	
NEGATIVE	1940653	101.2343	95.4490	102.4267	86.6288	111.5496	100.2174	105.4390	102.2844	141.7791	131.9992	113.9733	127.0759	137.9941	132.3936	135.4130	127.2790	153.6661	115.1122	136.8125	110.0112	129.3584	129.4652	157.0180	132.3035	146.7651	146.3851	131.1820	134.5558	113.2056	143.9146	133.7504	133.0951	128.3276	173.9967	140.9083	145.5135	151.0558	139.5647	153.2731	143.0152	112.8456	136.9624	114.1222	137.7879	104.6859	116.5883	159.3111	143.2261	
NEGATIVE	1940730	105.7999	86.2696	94.3432	87.3041	100.1002	96.6039	97.1559	98.6439	128.4462	109.9896	100.2484	101.6504	100.0694	114.7644	110.4586	110.4114	122.8734	102.6315	128.4972	101.7331	96.3430	95.1196	139.6782	114.8424	113.8803	136.7032	122.0535	125.7080	115.4107	121.6750	113.8175	119.9337	122.3110	128.5621	133.1989	117.9000	139.7357	126.1870	117.1914	120.1791	108.1197	110.7860	105.1504	115.5668	105.7307	105.0191	129.3923	107.9971	
NEGATIVE	1980228	114.6574	88.2389	93.8797	85.1937	95.1672	120.6812	127.0930	110.8144	141.7031	117.1666	115.7049	113.7875	129.6505	129.2331	114.6563	125.6268	127.0736	134.6331	130.7758	115.0540	120.3101	141.0974	159.3960	113.8566	136.5181	149.0229	130.0723	138.1234	132.4882	133.3160	141.1139	141.4614	143.3075	160.3591	145.0983	158.8412	153.9221	135.4014	146.1824	152.5100	125.4927	133.5908	113.4284	137.3142	98.4292	109.0194	158.3467	112.0006	
NEGATIVE	1980446	95.9043	90.4105	89.2871	90.8851	99.7976	101.8904	98.7987	97.5678	151.3544	125.5138	114.7526	117.2011	121.9219	123.6145	134.9948	134.8239	152.4678	122.9046	142.6706	121.1999	106.0006	122.1016	162.4447	119.4262	148.2024	157.2543	130.9040	136.6788	135.7381	143.3947	158.4402	146.9269	145.1413	171.1378	169.5552	149.0547	162.6262	161.8326	139.8641	151.9213	102.6362	133.8102	141.8195	127.1021	105.9933	117.3910	144.9305	131.9362	
NEGATIVE	1980717	96.2613	92.6779	97.4699	101.6253	94.6010	99.8861	101.0361	102.2567	131.5925	119.2597	126.3211	113.2995	118.3218	126.4400	105.9430	130.9705	131.2014	113.1079	128.2574	109.2343	98.3692	112.6814	133.2960	120.4927	129.7243	144.9098	127.6568	135.3817	125.7747	142.5514	131.9310	138.8486	141.1484	151.3061	147.1534	146.6487	144.7040	129.7748	139.7202	158.1778	111.5470	115.9052	109.3543	123.0282	95.3001	109.9544	144.8782	111.7729	
NEGATIVE	1980754	93.2018	82.6707	81.5741	78.1063	90.3498	85.4153	94.6255	79.6784	114.3950	99.4879	91.8824	99.0810	96.3279	101.4775	105.2161	106.0581	117.4861	103.6107	117.0580	95.7838	100.7253	109.8035	117.1608	87.9250	120.9223	127.9010	113.9616	125.9639	98.1831	109.3262	120.9240	110.6797	130.2474	122.4288	115.9525	119.9884	108.9868	120.2389	106.1765	125.5387	106.7720	93.0142	102.6862	109.0090	89.2971	98.9994	110.4337	93.6661	
