[Header]
GSGX Version	1.6.0
Report Date	5/4/2010 1:35:59 PM
Project	Direct Hybrid
Group Set	Single
Analysis	DirectHybrid
Normalization	none
[Control Probe Profile]
TargetID	ProbeID	4849554032_A.AVG_Signal	4849554032_B.AVG_Signal	4849554032_C.AVG_Signal	4849554032_D.AVG_Signal	4849554032_E.AVG_Signal	4849554032_F.AVG_Signal	4849554032_G.AVG_Signal	4849554032_H.AVG_Signal	4859453004_A.AVG_Signal	4859453004_B.AVG_Signal	4859453004_C.AVG_Signal	4859453004_D.AVG_Signal	4859453004_E.AVG_Signal	4859453004_F.AVG_Signal	4859453004_G.AVG_Signal	4859453004_H.AVG_Signal	4859453022_A.AVG_Signal	4859453022_B.AVG_Signal	4859453022_C.AVG_Signal	4859453022_D.AVG_Signal	4859453022_E.AVG_Signal	4859453022_F.AVG_Signal	4859453022_G.AVG_Signal	4859453022_H.AVG_Signal	4859453023_A.AVG_Signal	4859453023_B.AVG_Signal	4859453023_C.AVG_Signal	4859453023_D.AVG_Signal	4859453023_E.AVG_Signal	4859453023_F.AVG_Signal	4859453023_G.AVG_Signal	4859453023_H.AVG_Signal	4859453024_A.AVG_Signal	4859453024_B.AVG_Signal	4859453024_C.AVG_Signal	4859453024_D.AVG_Signal	4859453024_E.AVG_Signal	4859453024_F.AVG_Signal	4859453024_G.AVG_Signal	4859453024_H.AVG_Signal	4859453027_A.AVG_Signal	4859453027_B.AVG_Signal	4859453027_C.AVG_Signal	4859453027_D.AVG_Signal	4859453027_E.AVG_Signal	4859453027_F.AVG_Signal	4859453027_G.AVG_Signal	4859453027_H.AVG_Signal	
NEGATIVE	3310433	93.6715	85.3879	110.9235	83.5832	84.2974	105.2010	106.0859	88.9810	134.6836	110.0397	102.0116	108.0274	128.7054	105.7802	119.8764	115.8016	127.0926	106.4224	124.9046	81.2890	101.4190	122.4129	121.1717	113.1701	128.8635	111.8984	112.3846	126.3346	108.5879	117.2098	122.3734	110.0996	127.1930	156.8490	145.2074	161.4853	143.4926	176.6245	144.6909	124.4898	97.7504	118.7368	107.6995	112.1799	95.1000	99.3494	142.6039	106.4004	
NEGATIVE	3310577	103.7227	87.2814	106.7948	95.0018	80.4377	87.3894	115.4671	93.2064	139.9384	149.6180	105.5315	125.3302	142.7681	124.9176	121.6641	128.7441	149.6427	111.2895	134.7813	135.2082	128.1638	120.4179	159.5106	104.8214	134.9277	168.1679	121.6961	134.1005	135.3598	125.9093	137.4789	147.1961	125.9186	163.0380	163.8556	134.9435	163.0563	138.1235	139.0594	147.6471	114.2941	146.6069	126.8358	142.4309	108.2096	116.5729	163.5870	135.8184	
NEGATIVE	3310612	106.1646	95.3420	87.5218	95.9198	92.6620	106.3728	121.6008	83.9737	149.4031	135.7583	133.5034	116.8828	130.7754	110.3567	114.8835	118.6536	152.1100	112.7056	129.3049	115.7065	122.0417	119.5238	152.9155	130.3645	130.8760	149.8383	137.7637	145.6243	127.3910	137.2538	148.3577	128.6029	135.3346	150.9068	175.2938	144.8769	152.6596	134.3463	125.8380	131.1645	125.7478	127.9683	115.3365	132.2769	109.2048	113.2812	148.1617	114.0258	
NEGATIVE	3360202	122.7031	75.5417	77.5865	88.6775	86.3707	83.4895	94.1922	82.2644	113.4399	94.1912	101.3614	94.8008	108.0006	108.0634	97.7956	113.0213	105.1136	97.4314	122.4305	96.8527	82.3950	94.8107	129.7942	105.4840	100.1018	131.1037	105.9670	89.1163	106.4587	103.5101	107.0618	118.8607	122.0334	117.8952	126.4091	118.1682	118.0918	107.9679	135.5161	121.8383	97.5067	106.7109	118.4813	111.2243	96.9234	99.3000	142.2510	100.9151	
NEGATIVE	3360274	101.0477	100.2219	95.5498	86.7467	101.1069	98.4645	114.9122	95.7625	145.9549	115.1063	108.1347	112.6436	111.6189	120.7199	121.4373	104.7559	153.4617	104.4261	131.5313	97.4679	113.7267	112.9898	138.5567	120.4537	126.0264	141.3901	118.9915	130.7079	118.5090	148.2298	129.2170	137.2878	121.5503	155.0651	135.3363	136.5482	135.2397	149.3168	144.4461	149.0169	115.8473	122.3905	114.1260	123.7624	105.6417	103.7623	152.1844	104.3997	
NEGATIVE	3370008	99.0258	81.8577	85.6763	77.7589	91.7052	90.8135	106.6538	88.9036	108.0543	118.4622	98.2688	106.1380	108.4289	101.3931	110.2875	102.7108	109.0120	91.4407	112.2314	104.7788	85.1351	119.9568	120.7603	108.0111	128.6589	129.5558	121.3165	109.6036	120.7797	126.5632	118.3817	95.0290	131.9754	155.0303	141.1965	106.1933	118.5356	138.7021	113.5233	131.7795	112.2615	119.4736	104.4011	101.3765	88.8599	90.6748	102.0786	93.1675	
NEGATIVE	3370154	123.5194	97.1750	112.4447	98.9386	103.9002	110.3792	127.0169	131.6515	128.2451	123.5548	116.3743	124.5518	134.1790	115.5427	117.2719	127.5489	163.2780	112.4661	132.2308	102.4771	141.2194	133.8880	137.5605	117.6819	135.4123	137.5093	133.9599	126.8692	139.7052	142.0325	132.1279	126.6371	134.1599	143.7299	166.4528	159.8168	137.5482	147.8450	140.7561	142.6580	111.5496	141.4910	130.5585	145.9571	122.5370	118.6370	165.2898	115.2702	
NEGATIVE	3370167	115.8618	94.6045	94.7291	93.5200	125.0242	116.7807	115.3161	105.4272	147.6626	143.3958	134.4529	121.0823	148.0979	152.8551	129.0380	142.0523	173.0950	143.0327	162.4380	142.9522	137.9670	156.5980	176.3694	123.9996	164.7226	186.6130	155.3403	156.3635	145.3499	161.4821	147.0929	156.6591	165.2352	184.9300	201.3206	147.6567	200.8567	146.6483	168.9404	168.8907	160.1803	175.6216	153.4035	168.7209	119.6984	123.8666	200.0317	125.8986	
NEGATIVE	3370228	81.8445	78.0416	91.0876	80.1527	83.1656	74.4703	86.4277	78.4782	98.8468	98.2626	92.2257	97.1492	86.9893	98.4100	100.4036	102.2863	113.3492	113.5055	115.6268	92.2301	105.0100	95.6528	113.8613	86.7014	108.8437	124.3235	102.5164	99.2670	105.7251	106.0525	111.1645	104.7792	111.5817	116.4291	113.5064	89.4058	106.7042	101.8294	107.1427	103.4281	92.5144	106.9866	102.7650	104.0355	97.6989	97.7655	117.0434	97.0766	
NEGATIVE	3390112	89.4728	76.0028	80.0232	93.0033	91.9143	85.8474	104.0644	96.1199	114.9857	104.3615	94.4116	105.9838	113.2325	103.4845	102.6233	106.0934	116.1932	103.6146	116.1004	100.2569	100.3285	110.2440	114.0855	112.4496	117.2909	129.1104	114.8564	139.6955	117.2686	123.3262	113.3722	114.8661	126.1826	127.3133	156.8324	123.3000	143.7906	115.3593	112.5048	119.9392	95.5790	124.2053	99.3140	119.4261	99.4669	96.4040	132.9394	105.4110	
NEGATIVE	3390546	124.7530	102.7724	101.8248	108.6840	111.0791	98.9156	104.9819	108.9734	147.5373	123.6461	127.2851	119.1745	140.1629	144.1877	133.2180	129.3111	155.4241	130.1394	143.6581	107.6323	124.5855	137.3074	154.6908	140.4017	148.8314	146.8029	123.8183	145.4465	131.2773	139.6519	168.2217	133.7802	145.1866	161.5164	178.2646	159.8304	163.4641	143.5786	132.4354	149.0521	122.5644	139.7612	150.2309	149.1004	118.3112	119.6502	165.8185	115.3390	
NEGATIVE	3390632	92.8579	87.6141	94.3845	79.9798	94.7412	98.7526	100.1024	85.5947	113.1083	102.0446	96.4010	98.2890	116.5281	119.0963	112.6324	99.6264	125.3656	115.2478	110.0667	106.2500	105.3985	98.6144	119.3769	100.0213	116.8017	117.7779	113.2070	102.2435	119.5831	120.3814	105.5280	115.6641	126.4286	130.3550	143.3386	135.2622	123.5394	131.6914	108.0251	117.0470	95.2487	121.6284	115.3614	123.7636	102.2054	102.3332	121.9368	106.4715	
NEGATIVE	3400253	89.4619	85.5659	84.0981	85.7114	100.0492	92.2121	94.5043	86.4841	127.8185	106.4657	104.6819	101.0972	108.5341	105.4778	106.5318	108.2420	134.6084	116.3400	109.1557	96.6238	90.7543	110.0936	106.3430	113.8064	108.0400	123.5606	115.2690	117.0061	102.1725	121.0503	108.3176	112.8515	121.1315	126.5303	123.1771	118.0339	121.1684	110.8860	112.6583	115.4997	94.7383	124.3181	102.5997	111.3665	112.7831	103.9562	133.0497	96.6035	
NEGATIVE	3400414	111.5713	102.7189	105.5323	108.2514	111.8346	100.7241	122.1646	104.5187	143.6886	126.5181	120.3305	110.8826	133.2165	133.6571	122.5132	141.4006	153.0559	125.8517	114.2510	112.7784	131.8343	146.5089	170.8551	106.6793	136.8324	156.1452	141.5759	159.5833	140.9652	152.4450	145.2448	156.0955	157.0958	143.4475	169.3171	156.7314	166.0547	148.9943	148.9676	148.1483	126.8296	141.1102	143.4969	129.1467	106.4925	117.6950	158.0962	124.3229	
NEGATIVE	3400504	84.2162	90.9599	77.7852	90.0713	79.6340	83.2696	101.7336	92.3461	102.2450	105.5480	93.3387	101.4325	85.2905	121.6317	101.6761	98.0753	127.7843	116.7520	103.8984	79.1411	86.4860	105.8690	125.9242	99.0256	107.8987	126.8170	118.4194	112.3835	104.0624	106.7492	103.5983	116.1731	125.9650	125.9569	128.3819	131.3221	117.0688	124.6805	114.4538	115.4716	97.2719	107.4933	99.8054	107.4385	103.6165	89.8349	130.4989	98.8319	
NEGATIVE	3420138	90.1511	94.3715	84.7045	82.6808	80.3291	73.3615	101.7976	81.9440	114.8346	96.2411	104.7183	97.2449	104.8901	89.4808	102.4300	117.2751	106.5460	103.3228	113.4003	87.7592	101.2854	111.1608	125.1323	122.4917	123.2221	121.5520	110.2765	119.2832	104.6092	96.7934	118.1905	118.7379	105.0003	129.5030	124.2426	110.5395	129.5888	116.3460	100.5983	124.7006	89.7636	105.2430	101.0102	103.7119	79.6824	99.5641	111.1372	103.8931	
NEGATIVE	3420538	99.2991	89.0956	94.8393	87.9698	95.7035	96.6208	99.0407	94.0254	146.9366	102.0939	98.3687	110.7897	117.5071	117.9803	116.9109	118.5069	140.4510	112.6519	118.4508	105.6744	104.2553	112.7924	138.7470	116.4302	120.0743	132.1484	117.9884	121.5269	129.0885	126.3999	116.8020	122.2053	143.5542	137.4032	143.9510	137.9741	139.4098	143.9950	121.9631	134.9790	121.3414	121.8531	112.2890	128.1674	93.8366	98.0967	131.4470	112.2719	
NEGATIVE	3440161	95.3883	80.1131	101.8218	86.3278	104.1223	118.1553	107.8372	113.3832	171.2561	156.6532	158.3706	135.0193	146.2934	135.6959	147.3566	122.9193	172.0714	143.1293	162.1524	148.1904	120.8340	158.7102	232.0189	158.8675	161.2926	182.7227	151.0231	152.7203	143.4988	153.8498	142.0629	157.2069	149.2948	143.8936	181.4462	161.9891	162.0595	178.6832	189.5979	168.1347	128.5314	142.8800	139.1345	140.6852	155.7370	131.8909	173.0781	117.1238	
NEGATIVE	3450554	80.2045	74.0670	78.1941	90.3223	82.6006	80.5286	97.2392	90.1321	130.8974	108.8624	97.8338	97.1933	93.8491	91.5699	106.3707	117.7043	126.5109	103.3949	129.8771	99.8080	96.9428	109.3048	131.9369	98.4954	107.3148	134.3561	117.3830	98.6150	115.6551	118.4107	100.5605	115.4158	128.5035	116.6232	158.1165	114.6640	115.9642	114.8833	118.5999	127.2492	97.0266	109.7822	117.1724	97.1430	86.6392	89.5446	118.2038	103.1301	
NEGATIVE	3460397	104.7843	98.2260	97.1876	81.8266	101.9395	97.8442	119.0561	100.8613	145.2291	118.5321	110.7017	121.5263	117.4793	138.4684	121.7409	118.2224	154.8132	131.7632	155.0537	112.7919	111.4709	131.0026	160.9585	132.6219	158.5267	160.4596	130.2881	110.9949	128.2815	136.7606	141.0271	136.2890	133.6267	156.5104	147.3535	145.8756	146.2861	140.5163	128.4982	160.3682	121.7024	120.3274	129.9402	137.2463	105.8695	106.4960	128.6212	113.8158	
NEGATIVE	3460561	82.0318	81.2416	82.9522	75.9075	85.3308	84.4050	91.7989	89.6351	100.1434	97.5247	85.2673	94.9468	99.5129	98.9630	97.3497	96.3285	111.8406	105.4164	106.8615	79.9478	85.3181	98.9968	113.0289	97.0553	112.0509	118.7158	98.8863	111.1459	117.0728	100.5494	117.8369	105.5517	114.7561	130.0479	117.7288	110.2522	112.6784	106.4769	116.7912	108.7229	84.4135	112.3136	99.0075	98.6343	90.1225	88.5595	131.8504	87.2839	
NEGATIVE	3520064	91.8140	81.4631	82.5106	86.3653	94.7567	87.2053	90.3976	88.5910	134.3102	117.7879	105.0951	115.3596	95.3613	109.7900	115.3994	113.0503	124.0671	108.8909	115.5218	94.4635	111.7399	112.8708	129.7256	106.1427	126.5435	127.6651	122.6305	111.7811	119.5622	127.6751	105.4659	117.4345	146.3063	148.7336	148.4778	125.4370	133.5083	119.2846	125.7167	129.2601	96.6273	120.6098	100.0214	115.5078	102.7940	94.0177	135.1790	93.4637	
NEGATIVE	3520403	121.0597	103.9143	111.9560	98.2921	107.8830	98.1068	105.4420	108.6651	140.5045	128.9237	117.4810	120.6936	132.2010	134.9701	118.0516	122.0051	166.4387	111.9643	122.3760	133.4241	108.7338	108.3699	136.7977	127.6428	154.4402	154.3280	135.2817	142.4384	150.4464	147.2810	134.8264	141.6322	152.1548	139.3020	157.3399	137.0568	148.6588	144.9715	137.9246	148.0747	119.6175	136.6062	121.4737	135.9483	110.3151	124.5594	141.3833	115.0071	
NEGATIVE	3520446	91.8874	78.3875	87.6198	68.4868	79.7870	76.0984	95.0928	86.4276	115.3130	104.5943	103.6438	93.3260	109.7040	110.2663	116.9585	99.4887	120.3639	126.0530	131.7381	96.2452	88.6603	105.0017	138.7840	97.3174	121.0528	110.4841	104.5796	125.7836	113.1089	116.9795	114.7224	105.7911	131.2390	136.1376	130.0726	113.7867	126.8987	118.4103	111.3766	130.9804	111.4868	106.4333	104.5598	119.5776	91.2363	89.4619	122.3368	111.0742	
NEGATIVE	3610025	84.0032	81.5292	94.1904	76.5852	92.8828	95.4994	91.1001	92.5014	129.0331	119.0702	106.5478	118.3197	104.3218	124.0167	99.9130	119.8137	137.5370	117.8590	124.4147	100.6497	103.0293	110.8326	187.3766	126.1390	135.9829	136.3074	110.8679	133.8926	131.9461	130.2805	136.4081	121.1551	125.5756	145.9329	151.0276	140.9030	147.9440	132.5854	112.4865	127.6796	105.3125	146.7824	105.8562	122.7815	96.7431	100.5813	134.2988	115.2679	
NEGATIVE	3610463	97.2942	89.0298	112.0157	94.9859	104.0217	118.7021	137.8525	127.7191	174.4260	144.4231	155.4448	147.9308	149.1883	149.3486	135.9538	144.4832	197.9879	130.6827	203.1894	138.3053	160.4298	188.0955	228.4223	199.1503	166.4839	206.2403	157.6028	180.7159	171.1842	164.8633	152.5416	142.6599	156.2692	190.6009	195.7707	163.0004	198.1342	163.8793	189.2505	194.2866	167.9873	171.0766	148.2410	152.0400	112.4642	143.5765	172.8497	129.1719	
NEGATIVE	3710379	91.6957	84.2928	88.9513	79.7561	83.8145	79.7950	93.0278	100.1861	118.0829	114.9911	101.7028	100.1596	99.9106	116.6661	100.9779	110.9302	117.9246	119.7222	112.8176	81.7445	98.0117	109.9168	125.3185	118.1292	99.6937	119.9377	117.4249	111.1590	108.3773	120.2855	119.5627	117.5397	128.9039	124.6166	137.9394	119.9778	117.0205	118.7664	114.5699	119.9779	99.0665	115.8239	100.0921	112.3173	95.4860	94.7988	137.7256	102.4309	
NEGATIVE	3710615	89.8496	93.7597	92.8754	102.3078	95.3975	105.3495	116.6412	97.0557	136.7643	115.3159	103.5984	108.6179	112.4486	116.7114	106.0794	118.4953	138.3133	108.0027	122.1618	101.7663	112.2374	127.4456	132.0051	111.7991	133.0037	131.1667	114.0181	122.3399	107.8865	127.1620	134.2074	133.6852	143.1084	141.9946	148.9540	130.1944	146.1543	120.9918	130.5337	129.9349	104.6211	122.1340	109.7384	115.6631	98.8634	100.6796	143.0031	107.3801	
NEGATIVE	3710687	90.7714	89.8398	104.0236	87.8145	96.1099	97.1111	104.6720	95.8155	120.8066	115.8841	108.3911	120.7727	113.1512	117.8132	114.5725	131.6132	124.7775	100.7886	122.2827	127.0303	112.7402	124.5135	118.7497	107.3168	131.8802	135.2518	127.5569	121.4426	130.8952	135.8003	133.6981	136.2841	133.4978	167.1717	158.0200	130.5056	130.1645	128.2512	130.5699	137.7657	99.5560	125.7312	120.9503	113.8049	102.3353	102.7060	147.0890	109.8913	
NEGATIVE	3780427	90.1563	84.0215	83.8950	82.7878	86.5304	83.7282	102.6036	81.8606	120.7694	115.4060	102.4274	108.9841	121.8190	110.8471	126.3322	108.5617	114.9280	96.1836	109.1401	112.0654	103.3820	115.1663	135.2203	106.6656	108.6571	138.6425	143.7439	125.6630	113.2412	119.5054	111.2917	119.3877	129.3345	134.6300	133.5656	127.9802	123.4484	140.8861	129.0707	123.0204	86.2392	117.9108	116.4029	111.3765	87.9301	97.5204	132.8459	98.1837	
NEGATIVE	3780634	147.5446	105.1259	141.3689	124.8581	139.1558	173.4534	177.3830	164.6442	274.6372	232.4073	221.6473	187.9118	189.7473	261.7678	202.0408	210.4747	324.3116	181.8600	284.2175	219.6827	225.8392	261.6607	323.0172	255.8705	261.3779	241.0946	227.6541	245.7448	218.8977	235.0943	267.7715	264.7867	227.0100	245.2092	260.3166	199.5721	272.7557	253.8820	230.2943	271.5102	242.4417	238.4921	255.7982	232.7850	166.5529	200.2000	265.1899	187.9523	
NEGATIVE	3780653	148.7358	131.3025	126.6395	133.5984	139.7348	144.8527	149.8029	120.8756	171.2590	165.3715	148.1823	142.6059	220.4847	173.1465	154.8438	167.2162	215.8676	143.6357	188.0396	180.2001	145.2432	168.3684	206.6197	168.6181	176.2347	185.8858	145.1030	161.8320	137.3847	156.2641	188.3531	189.5877	161.7002	190.9867	224.5902	203.8350	236.3397	224.0679	169.3697	184.8932	173.0516	191.9478	175.7478	211.2000	150.9836	162.0002	231.2337	149.3400	
NEGATIVE	3800192	96.7026	76.5764	85.0992	82.1581	97.3432	94.2951	105.9126	102.7812	138.3234	118.5848	102.2692	96.7959	124.5527	114.5090	109.6913	116.1996	125.2029	96.8410	127.7599	104.5008	111.8891	118.1694	161.0256	123.9787	114.2847	136.8161	130.9636	126.2715	112.4106	124.4283	108.7414	126.9505	142.6997	159.8789	134.0101	128.5827	122.7579	131.4980	119.8592	129.4319	113.5468	124.9268	111.1247	117.6499	101.0624	110.3759	128.0029	102.6544	
NEGATIVE	3800601	115.2906	104.1540	113.5221	114.1926	114.5921	105.4800	157.8271	133.1297	151.3388	122.7548	128.2853	116.7931	148.6346	149.7760	130.7152	153.7012	156.6717	125.5869	146.8243	115.1176	130.8593	142.8990	211.8699	133.3261	161.0436	159.0740	141.1292	150.9433	147.8012	144.8557	150.5119	145.0551	149.5061	163.7044	188.6071	170.3513	267.1563	149.5379	159.0949	154.5841	127.8466	134.1104	149.1761	179.5423	127.6651	115.4371	180.1913	135.6249	
NEGATIVE	3800626	86.8078	82.9827	86.0628	74.8593	94.3981	87.5783	100.4226	94.0265	107.5546	112.1361	106.9389	108.3525	110.9885	106.5404	109.0799	103.2705	140.9730	95.4973	125.1710	105.7449	91.9436	130.1948	138.7874	93.2033	112.9557	116.1571	127.4652	115.4042	109.3761	113.5181	114.2440	119.6196	135.1134	144.5105	133.7716	122.0397	125.6262	118.2679	124.5411	124.5098	120.4728	116.9250	101.5779	115.7808	88.6396	101.3789	106.6635	93.7568	
NEGATIVE	3830338	93.9666	85.1762	83.2200	91.2280	86.3330	89.3773	100.4618	94.4023	122.4891	116.6376	104.9902	102.0148	117.9882	108.5359	109.0551	119.1366	133.6263	111.5243	106.8583	109.6488	103.3828	98.3229	109.0416	115.1813	122.8204	147.0033	115.5807	123.4236	114.3093	127.7590	105.9825	121.0739	147.5260	134.3687	134.3640	128.1419	134.8731	111.6635	113.5572	117.0191	115.8508	117.7833	99.1526	123.5904	105.2855	102.1137	139.1041	98.2999	
NEGATIVE	3830524	86.4099	81.0273	82.1463	75.8896	92.9266	88.9146	97.7290	91.3137	127.7943	113.3420	101.3385	100.8061	104.4436	124.4700	97.3805	102.2160	125.7406	100.7862	121.9251	102.2654	109.4569	94.9047	119.6149	90.2707	118.3235	123.0212	120.4517	111.2422	114.9888	122.0459	117.5871	118.7965	118.6418	138.6404	121.8143	116.5811	115.2895	121.3029	128.4221	113.0806	103.4720	111.0572	92.4661	110.7170	93.0520	89.4178	115.1106	93.0886	
NEGATIVE	3840064	108.1564	98.2971	103.5433	92.6621	99.4279	108.2031	120.2341	86.8763	138.6349	124.7735	110.9983	102.5062	112.0855	111.8670	113.4333	124.0688	133.8919	112.9566	121.4241	99.4691	92.6427	117.2449	147.9318	116.9049	131.2658	151.3226	109.5153	139.3739	129.7320	122.4122	129.4556	120.6525	130.5068	131.6145	136.3670	153.1908	131.9409	126.8344	129.7049	137.9533	107.4844	136.0446	112.1627	117.8436	119.4920	95.3669	144.1543	112.5134	
NEGATIVE	3840202	111.8366	95.1096	88.7944	85.4732	97.0870	94.2406	107.4902	91.3527	129.2856	117.8802	99.9040	109.6067	111.4964	105.9132	124.7109	104.0346	124.6840	100.7854	109.5803	114.7225	97.0524	110.5350	126.5274	99.0309	130.2110	119.2397	119.2993	126.6911	104.8298	132.8216	124.7434	116.5513	135.9374	136.5954	141.6090	122.0645	142.5672	124.6261	117.9252	136.7714	99.9052	121.9614	107.7755	127.0311	95.7470	105.4806	141.6800	109.0867	
NEGATIVE	3840543	94.1818	71.1621	84.2568	70.8789	78.4128	88.4748	91.8206	75.5343	113.5479	107.1625	102.0777	97.3149	94.2912	110.0571	97.3019	104.2560	114.0831	91.7557	106.3892	85.4695	88.6933	82.9059	115.0254	103.2229	102.7288	113.2672	115.3912	116.7990	100.8048	113.3985	109.4771	107.9788	120.9297	133.4383	128.7980	119.5251	121.8719	116.6339	120.8195	131.7809	102.7023	118.3210	106.5709	121.8344	77.2051	95.9273	119.9372	94.2345	
NEGATIVE	3850193	87.0834	86.8621	88.4074	75.4461	81.3609	82.9308	97.4928	87.6380	113.0537	114.2311	105.4778	107.6926	104.7694	100.2672	86.4854	89.8558	117.8773	94.5512	123.6081	79.0807	84.9300	107.8752	134.0842	94.3479	108.8191	117.2702	106.6482	104.4442	100.4175	108.2744	114.9535	107.1508	113.2447	120.6636	127.4736	106.0323	126.6383	113.9652	93.7645	114.5222	102.4917	116.7028	98.6193	112.7364	87.3008	88.6625	126.6230	83.1389	
NEGATIVE	3850546	99.7772	79.6832	94.1157	89.3531	96.7019	101.1916	124.8783	98.5914	140.4760	136.9259	127.7566	121.5778	125.1238	127.6986	115.1301	121.0182	130.1540	111.0588	143.6089	123.5516	110.8225	123.7960	173.8273	128.0000	135.0102	161.3559	128.7357	133.1378	126.1597	151.5398	134.7187	125.4710	140.6140	185.3139	147.9702	137.5134	142.4737	140.3038	140.8616	137.6241	113.1381	137.1979	133.3424	124.6131	114.7229	100.8382	147.1929	120.5165	
NEGATIVE	3850669	101.9356	102.4742	102.4724	102.5682	99.4773	111.0222	107.4428	113.1276	143.7068	108.1834	99.1794	109.3532	113.2819	128.0812	113.3577	129.7148	156.7989	107.3378	139.7511	113.4570	105.7728	114.0718	140.0138	115.0878	133.4225	157.4456	118.7635	147.3611	134.2153	143.6441	130.2988	138.1225	160.2888	151.6722	164.3920	163.8758	162.6456	130.6910	130.0540	129.2446	114.3067	124.5762	131.7044	120.2090	104.9923	94.7797	158.5658	121.2318	
NEGATIVE	3870040	88.3691	83.2343	85.2491	84.7738	92.9203	89.9340	112.5910	88.4209	112.8064	102.9180	110.0990	111.5309	103.7287	110.9884	102.6165	107.4217	127.1741	108.9288	115.3998	88.3215	93.0531	106.1130	147.2359	103.5339	117.5650	128.8160	104.7697	116.0581	115.7861	116.4648	116.1680	121.3536	131.8777	137.1219	155.3123	116.6382	140.9703	121.3267	109.8020	125.7948	97.5349	112.2357	104.4370	107.2914	98.5683	97.5161	133.7229	99.9707	
NEGATIVE	3870328	101.0322	86.5578	87.4991	79.0348	91.6435	84.5247	91.2777	94.1162	121.7075	103.6524	102.3392	123.9321	105.1165	111.3588	96.8174	107.4343	136.8157	113.0017	120.1568	98.5518	93.5154	108.0142	126.9173	109.7604	126.4156	128.8563	110.7929	128.0699	107.3060	117.5710	116.5618	127.0217	115.2571	154.9256	136.3167	127.4550	141.7248	108.8398	108.5928	126.1652	100.0557	114.3808	103.1963	119.4001	90.0075	97.4565	114.5467	97.1692	
NEGATIVE	3870468	91.5856	83.6399	84.7590	88.8560	94.1639	91.8407	98.7689	94.3956	110.0947	119.0529	126.0809	111.6406	124.5057	118.9071	118.1617	116.3292	154.3417	110.2039	116.9973	98.3046	108.6756	115.1736	146.7846	117.5505	144.7430	153.9064	115.5370	122.9365	115.8553	108.4280	123.8996	115.5026	122.0013	153.8033	128.9518	118.7971	120.3782	142.4643	108.4647	127.7069	109.7029	119.7755	116.1369	133.1506	108.1403	102.5417	129.5704	100.9867	
NEGATIVE	3870735	122.4140	102.4882	112.0857	100.3247	114.6028	117.1195	133.9722	110.5611	171.2971	166.3747	152.7435	140.1444	154.8062	151.9985	152.4273	157.9521	196.0054	141.3130	174.7246	140.5409	138.0690	163.0011	204.4998	167.7723	163.8375	189.5423	181.1633	173.6209	162.3449	167.5974	160.4474	191.8414	178.8695	203.0284	195.5104	156.4351	217.6062	222.2895	185.5056	188.8665	172.0027	174.9697	161.1599	185.9103	139.9120	148.4474	211.2371	146.5901	
NEGATIVE	3890064	99.4782	102.1430	99.6079	89.9362	116.4582	108.2891	123.7484	109.4937	146.5491	120.6918	105.9583	115.9384	125.7822	130.7186	117.5848	131.2776	143.3814	121.7609	150.7047	114.6799	126.0130	149.7377	151.0708	117.1042	142.2792	141.9135	159.0674	148.4993	119.8355	152.0049	125.2174	172.8688	137.5043	152.1246	157.4804	142.5014	152.5074	157.8035	140.1338	149.7401	126.2466	123.0798	145.8493	149.8510	112.5082	113.8952	149.8432	98.6040	
NEGATIVE	3890446	90.4248	78.6316	87.0183	80.5299	100.4333	98.7468	110.0192	109.3430	152.5347	127.4703	105.9036	106.0820	125.2548	118.9344	120.0213	112.4003	134.7825	116.4133	117.0216	119.1697	108.3730	134.1161	148.8081	129.2124	144.1674	123.8897	143.1182	133.1895	114.1532	131.5149	132.1109	136.6121	140.4829	164.3521	155.6691	142.2225	157.2024	128.3920	121.9384	143.4910	117.7853	121.9027	136.2140	109.8358	92.5106	93.2823	124.9533	100.5778	
NEGATIVE	3930037	191.5599	162.2744	176.3640	162.4425	179.2802	176.9947	211.0493	170.1643	342.2143	276.5894	276.7644	224.9929	262.2697	292.8703	244.8125	251.4781	269.8551	181.3743	249.5852	202.4690	210.5478	220.2622	275.6535	248.6857	277.2090	344.2566	316.4565	300.4770	285.2758	300.1645	300.3880	263.1026	336.7489	447.3223	418.1656	283.6105	448.7549	307.6971	349.5255	356.1359	222.7748	239.9672	210.0059	234.1591	198.4199	191.8206	306.1813	207.3319	
NEGATIVE	3930242	88.2124	78.6217	86.2979	82.6777	90.7251	99.9063	89.6511	72.4511	116.0519	105.8128	98.9822	99.6780	95.8610	107.1544	104.0311	109.0851	116.4085	101.1708	111.6355	87.0199	103.3956	83.0835	147.5342	86.5461	111.4754	145.4949	100.1561	118.3644	110.6532	113.6200	121.4715	113.1593	129.4616	128.7924	139.2700	115.3633	120.1832	109.3049	116.7018	114.0893	108.5719	114.8715	93.5078	110.1120	91.8041	92.3722	119.8870	89.3728	
NEGATIVE	3930674	124.3974	117.6783	120.5681	109.7836	120.1075	133.1601	142.0826	127.5694	188.0753	157.0079	143.0681	159.4761	166.2542	157.5791	149.9883	150.6585	247.4023	130.8460	179.2223	138.3758	138.6710	165.9996	214.7582	170.3956	175.7378	178.3573	149.7516	180.4153	153.9978	179.1199	167.4537	159.9326	182.3855	217.0617	169.2589	203.5828	182.8836	164.0470	156.9886	168.7746	149.7169	177.8950	162.3353	168.9338	117.0483	137.6264	208.5716	136.0554	
