TargetID	ProbeID	5445316054_A.AVG_Signal	5445316054_A.Detection Pval	5445316054_B.AVG_Signal	5445316054_B.Detection Pval	5445316054_C.AVG_Signal	5445316054_C.Detection Pval	5445316054_D.AVG_Signal	5445316054_D.Detection Pval	5445316054_E.AVG_Signal	5445316054_E.Detection Pval	5445316054_F.AVG_Signal	5445316054_F.Detection Pval	5445316054_G.AVG_Signal	5445316054_G.Detection Pval	5445316054_H.AVG_Signal	5445316054_H.Detection Pval	5445316054_I.AVG_Signal	5445316054_I.Detection Pval	5445316054_J.AVG_Signal	5445316054_J.Detection Pval	5445316054_K.AVG_Signal	5445316054_K.Detection Pval	5445316054_L.AVG_Signal	5445316054_L.Detection Pval	5491021084_A.AVG_Signal	5491021084_A.Detection Pval	5491021084_B.AVG_Signal	5491021084_B.Detection Pval	5491021084_C.AVG_Signal	5491021084_C.Detection Pval	5491021084_D.AVG_Signal	5491021084_D.Detection Pval	5491021084_E.AVG_Signal	5491021084_E.Detection Pval	5491021084_F.AVG_Signal	5491021084_F.Detection Pval	5491021084_G.AVG_Signal	5491021084_G.Detection Pval	5491021084_H.AVG_Signal	5491021084_H.Detection Pval	5491021084_I.AVG_Signal	5491021084_I.Detection Pval	5491021084_J.AVG_Signal	5491021084_J.Detection Pval	5491021084_K.AVG_Signal	5491021084_K.Detection Pval	5491021084_L.AVG_Signal	5491021084_L.Detection Pval
BIOTIN	5090180	19195.7	0	22493.93	0	19004.89	0	20912.19	0	19003.52	0	19891.21	0	22532.5	0	21161.25	0	22483.85	0	23681.41	0	22421.39	0	26115.7	0	16027.21	0	13782.37	0	16081.61	0	16567.75	0	12344.96	0	19370.54	0	19160.63	0	19657.23	0	20815.27	0	19209.77	0	21798.43	0	19955.35	0
BIOTIN	6510136	19729.36	0	19711.21	0	18237.71	0	19925.95	0	21477.68	0	20024.86	0	23923.64	0	21178.87	0	22885.83	0	25845.28	0	22584.83	0	20512.88	0	18396.54	0	13048.5	0	17845.84	0	17240.55	0	16614.42	0	16739.57	0	17077.09	0	18122.46	0	20540.63	0	19296.48	0	21220.06	0	21010.79	0
CY3_HYB,LOW_STRINGENCY_HYB	1110170	23273.53	0	21268.83	0	22526.97	0	24850.75	0	24092.8	0	24309.83	0	26509.54	0	24185.35	0	27136.98	0	29357.48	0	26288.24	0	26811.48	0	17736.89	0	16803.98	0	19115.16	0	18733.18	0	15808.73	0	21467.96	0	20088.91	0	21427.78	0	24279.97	0	23141.63	0	23290.55	0	24738.67	0
CY3_HYB	1450438	593.7636	0	606.9156	0	530.7266	0	575.9086	0	600.7901	0	539.6681	0	535.2745	0	617.1105	0	545.561	0	628.0216	0	587.3171	0	613.1411	0	471.2161	0	427.7474	0	486.7638	0	469.3755	0	451.1191	0	461.4789	0	451.6436	0	468.5665	0	481.573	0	489.8601	0	529.4619	0	491.3181	0
CY3_HYB,LOW_STRINGENCY_HYB	2510500	4807.62	0	4185.925	0	4074.141	0	4864.507	0	4488.007	0	4688.054	0	4423.057	0	4451.471	0	4642.786	0	5277.248	0	4803.973	0	4666.551	0	3533.717	0	3247.885	0	3599.934	0	3530.407	0	2985.019	0	3387.217	0	3666.535	0	3587.523	0	3837.307	0	3926.598	0	3982.559	0	3639.675	0
CY3_HYB,LOW_STRINGENCY_HYB	4010327	17998.47	0	17018.84	0	17602.17	0	17918.81	0	18577.1	0	19261.33	0	20354.24	0	19836.61	0	19629.55	0	21078.93	0	19056.64	0	19407.4	0	15777.39	0	14271.36	0	15926.19	0	14864.64	0	14735.85	0	15959.57	0	16892.93	0	16697.88	0	17000.65	0	16279.24	0	19203.29	0	17738.8	0
CY3_HYB,LOW_STRINGENCY_HYB	4610291	3377.709	0	3131.094	0	3182.439	0	3344.128	0	3561.366	0	3265.478	0	3461.152	0	3503.008	0	3886.235	0	3842.856	0	3778.348	0	3572.328	0	3216.893	0	2820.992	0	2803.667	0	2912.508	0	2723.711	0	2861.161	0	2855.14	0	2985.866	0	3070.856	0	2933.783	0	3407.289	0	3259.399	0
CY3_HYB	7560739	399.8697	0	415.9304	0	386.251	0	415.8724	0	429.7567	0	398.2414	0	391.7874	0	426.4808	0	430.3372	0	452.7099	0	475.8477	0	453.5995	0	335.2155	0	347.3393	0	408.6013	0	360.5301	0	319.9415	0	350.3237	0	358.5701	0	332.0144	0	383.7567	0	362.3689	0	377.5048	0	368.8781	0
ERCC-00002	430220	128.4838	0.8753247	107.4492	0.9896104	118.4026	0.9363636	109.2148	0.9974026	127.5475	0.9610389	148.5507	0.5181818	128.6538	0.8883117	117.9061	0.9688312	140.1395	0.8012987	148.5294	0.7272727	125.2372	0.8532467	122.0327	0.9545454	121.1911	0.7883117	90.35448	0.9935065	101.5763	0.9649351	97.78071	0.9844156	93.10361	0.9792208	98.46124	0.9688312	112.8775	0.8142857	104.9013	0.9233766	124.4674	0.787013	102.807	0.9363636	111.7112	0.9298701	94.20486	0.9961039
ERCC-00003	6370471	144.0118	0.7168831	129.1932	0.8246753	122.3885	0.9038961	136.4979	0.8454546	121.1766	0.9831169	116.5199	0.9623377	131.541	0.851948	126.5851	0.8896104	129.1372	0.9220779	142.283	0.8012987	129.333	0.8077922	118.2436	0.9727273	112.5493	0.8805195	97.42846	0.9532468	98.12606	0.9883117	111.7894	0.8727273	106.243	0.851948	118.5341	0.774026	101.2929	0.9350649	116.9553	0.8142857	112.2984	0.9103896	114.0641	0.8142857	115.0374	0.8909091	103.1617	0.9376624
ERCC-00004	6940240	118.2755	0.9454545	107.3206	0.9909091	112.6109	0.9792208	141.9229	0.7935065	127.4431	0.9623377	129.424	0.8324676	120.0036	0.9558442	117.3877	0.9714286	135.6094	0.8571429	151.7393	0.6883117	115.3443	0.951948	116.8099	0.9766234	99.75233	0.9818182	103.0071	0.8922078	89.31468	0.9987013	118.1042	0.812987	90.84643	0.9857143	107.5332	0.8961039	103.2749	0.912987	117.7555	0.8038961	111.6314	0.9168831	100.4645	0.9597403	107.292	0.9610389	98.89555	0.9792208
ERCC-00009	60372	110.3249	0.9909091	131.3503	0.7987013	115.9453	0.9467533	186.2631	0.1311688	128.2971	0.9558442	125.8308	0.8688312	131.4272	0.8532467	131.0537	0.861039	129.8531	0.9116883	119.3813	0.9779221	132.2251	0.7753247	120.4055	0.9610389	106.1447	0.9350649	99.01773	0.9337662	117.8912	0.8181818	132.0007	0.674026	112.6602	0.7766234	109.154	0.8883117	106.7642	0.8766234	93.67139	0.987013	109.6089	0.9324675	103.8451	0.9337662	108.2596	0.9532468	100.2982	0.9714286
ERCC-00012	3870280	127.8932	0.8805195	140.8979	0.6727273	117.2942	0.9428571	132.3159	0.887013	133.4501	0.9233766	111.2052	0.9792208	122.9896	0.9363636	130.5577	0.8662338	116.8055	0.9818182	138.787	0.8389611	139.1181	0.6714286	105.4928	1	107.0308	0.9233766	123.5183	0.6532468	101.3947	0.9662338	97.61275	0.9844156	93.42665	0.9753247	111.7425	0.8506494	105.37	0.8909091	110.7471	0.874026	112.2354	0.9116883	108.5596	0.8883117	104.4614	0.9792208	114.2958	0.7922078
ERCC-00013	1010100	109.3944	0.9909091	123.9469	0.8961039	117.6016	0.9415584	123.463	0.9675325	132.1186	0.938961	126.418	0.8636364	124.3002	0.9272727	108.2177	0.9948052	127.0131	0.9376624	166.4756	0.4012987	125.7005	0.8493506	133.257	0.8545455	105.0147	0.9441559	95.05647	0.9675325	108.0183	0.9103896	113.6206	0.8545455	93.5621	0.974026	107.544	0.8961039	101.5891	0.9324675	105.4886	0.9194805	124.1142	0.7909091	118.1649	0.7688312	119.7997	0.848052	133.0994	0.5194805
ERCC-00014	2970682	158.8006	0.4649351	130.2858	0.8103896	130.8067	0.8194805	160.8591	0.5155844	128.2391	0.9558442	128.1248	0.848052	152.9528	0.5896104	124.7472	0.9103896	163.6901	0.4051948	138.1272	0.8428571	130.4146	0.7974026	135.7566	0.8220779	114.9581	0.8636364	113.6056	0.7714286	144.0518	0.5116883	139.0626	0.5857143	119.7509	0.6792208	129.6346	0.6506494	107.6591	0.8675325	116.9565	0.8142857	142.1179	0.5818182	116.944	0.7805195	120.0008	0.848052	123.3537	0.6701299
ERCC-00016	1450040	132.9531	0.8441558	135.6588	0.7467533	131.6329	0.8103896	158.1463	0.5558441	133.9751	0.9181818	159.3651	0.325974	160.8526	0.4311688	147.5934	0.6285715	150.7612	0.6558442	140.8551	0.8116883	140.6542	0.6376624	124.1296	0.938961	119.3357	0.8051948	111.1859	0.8	131.5361	0.687013	134.7954	0.6428571	118.8999	0.6935065	132.3637	0.612987	109.1308	0.8506494	129.5121	0.651948	140.5122	0.6077922	122.9598	0.7155844	130.3361	0.7415584	128.5028	0.5935065
ERCC-00017	5130189	131.0775	0.8584415	124.3727	0.8883117	142.2787	0.6649351	131.9159	0.8909091	142.7186	0.8077922	121.4769	0.9168831	128.7374	0.8883117	106.2108	0.9987013	125.7912	0.9441559	134.798	0.8818182	130.9113	0.7922078	137.309	0.8051948	120.3266	0.7935065	105.9301	0.8623376	108.7305	0.9051948	108.6672	0.8961039	98.23855	0.9428571	109.5167	0.8805195	93.39951	0.9818182	118.7974	0.7922078	112.4846	0.9051948	121.5711	0.7337663	124.4656	0.8064935	107.1029	0.8844156
ERCC-00019	4880307	126.9993	0.8922078	104.2688	0.9961039	133.6953	0.7831169	133.3775	0.8675325	117.1589	0.9909091	150.4436	0.4766234	120.4034	0.9558442	126.1769	0.8948052	126.9032	0.9376624	136.6454	0.8571429	114.9952	0.9545454	109.4549	0.9896104	99.99123	0.9779221	115.6369	0.7441558	98.43107	0.987013	107.4083	0.9077922	96.21798	0.9558442	139.1186	0.5064935	98.34399	0.9584416	85.23092	1	101.7057	0.9896104	114.4451	0.8064935	110.4156	0.9402598	113.2506	0.7974026
ERCC-00022	1070725	120.8197	0.9337662	98.45235	1	124.3443	0.8883117	143.4617	0.7831169	133.6271	0.9220779	104.4542	0.9961039	124.562	0.9233766	123.4431	0.9233766	120.1304	0.974026	120.2835	0.9779221	116.2893	0.9441559	139.9851	0.7675325	121.2879	0.7883117	94.65421	0.9701298	97.08915	0.9922078	95.65289	0.9909091	95.34531	0.9597403	107.379	0.8987013	97.50137	0.9610389	91.39403	0.9922078	108.5633	0.9428571	95.3478	0.9909091	115.0695	0.8909091	117.7408	0.7467533
ERCC-00024	6940193	125.4632	0.9077922	113.0753	0.974026	137.9754	0.7246753	122.2668	0.9714286	129.1509	0.9493507	119.9708	0.9337662	131.6933	0.851948	135.7143	0.8038961	109.1789	0.9974026	134.3591	0.8831169	114.6962	0.9545454	151.7606	0.5805195	111.5428	0.8844156	94.00417	0.9766234	107.662	0.912987	98.58949	0.9831169	95.98083	0.9558442	124.4645	0.7025974	101.0121	0.9376624	97.30133	0.974026	126.2537	0.7701299	96.1415	0.9896104	116.5386	0.8792208	94.1282	0.9961039
ERCC-00025	4120470	114.6678	0.9662338	122.1754	0.9155844	123.3187	0.8961039	107.6088	0.9987013	112.6181	0.9935065	116.228	0.9636363	119	0.9623377	126.6462	0.8896104	133.1145	0.8753247	129.3705	0.9337662	118.364	0.9311689	102.898	1	92.42274	0.9974026	106.3723	0.861039	101.5685	0.9649351	103.319	0.9480519	108.6105	0.8246753	95.01614	0.9896104	93.12134	0.9844156	123.0636	0.7363636	100.0486	0.9948052	118.9215	0.7597402	103.1791	0.9831169	98.33396	0.9805195
ERCC-00028	780445	136.7559	0.8116883	142.6562	0.6402597	151.5097	0.4649351	153.1864	0.6597403	128.2397	0.9558442	135.6717	0.7311688	143.4254	0.7285714	148.8379	0.6051948	158.7116	0.5142857	140.4988	0.8168831	128.686	0.8168831	169.9328	0.2571429	117.1307	0.8441558	118.6184	0.7168831	111.2859	0.8766234	135.4257	0.6376624	114.3034	0.7597402	123.9609	0.7155844	106.0214	0.8844156	137.5773	0.5324675	112.3848	0.9064935	110.3083	0.8662338	141.6071	0.5948052	121.5945	0.6922078
ERCC-00031	1300039	120.8656	0.9337662	132.5101	0.7844156	115.1189	0.9610389	133.4832	0.8675325	126.8729	0.9636363	121.2425	0.9181818	128.7611	0.8883117	126.72	0.8896104	136.401	0.848052	132.0243	0.9090909	116.2952	0.9441559	128.553	0.9077922	108.1626	0.9116883	93.93758	0.9766234	110.279	0.887013	103.6936	0.9454545	109.1538	0.8181818	121.194	0.7467533	101.3337	0.9324675	95.22488	0.9831169	103.0246	0.9844156	110.5088	0.861039	123.0524	0.8194805	96.24658	0.9922078
ERCC-00033	4560477	116.8375	0.951948	138.4569	0.7103896	118.6544	0.9337662	140.6304	0.8077922	123.8538	0.9701298	115.7518	0.9636363	126.0604	0.9103896	141.689	0.7272727	139.5733	0.8155844	128.815	0.9402598	119.7132	0.9207792	113.2834	0.9831169	126.6172	0.7415584	100.3958	0.9233766	98.78056	0.9857143	106.8427	0.9116883	99.19876	0.9311689	107.5226	0.8961039	106.9522	0.874026	107.0557	0.9077922	154.6048	0.3701299	99.34881	0.9701298	125.77	0.7987013	104.5657	0.9207792
ERCC-00034	5260497	120.4279	0.9350649	132.5323	0.7844156	119.294	0.925974	128.5156	0.9220779	141.9197	0.8207792	118.4824	0.9493507	146.9295	0.6831169	136.6345	0.7961039	121.2443	0.9727273	116.4568	0.9831169	113.5368	0.9623377	130.7407	0.8818182	112.3369	0.8818182	112.5672	0.7896104	117.7329	0.8207792	111.729	0.8727273	97.72845	0.9467533	114.1901	0.8220779	109.8091	0.8467532	118.7863	0.7922078	116.1331	0.864935	114.9872	0.8038961	130.9824	0.7324675	85.68648	1
ERCC-00035	2030731	145.8253	0.6831169	136.3038	0.7415584	125.0145	0.8805195	138.5442	0.8285714	159.1447	0.5636364	140.5431	0.6493506	130.7096	0.8636364	156.1463	0.4636364	141.0373	0.7922078	155.7928	0.6064935	130.8164	0.7935065	130.5881	0.8831169	121.1664	0.7896104	94.29722	0.974026	107.5159	0.9181818	116.8332	0.8233766	108.5374	0.8272727	120.15	0.761039	117.7691	0.7688312	103.0457	0.9415584	138.1939	0.6363636	128.2983	0.6506494	145.4035	0.5415584	106.1023	0.8987013
ERCC-00039	6040278	116.663	0.9545454	118.2911	0.9350649	121.3151	0.912987	134.7038	0.8623376	127.3717	0.9623377	133.7232	0.761039	129.2097	0.8831169	114.919	0.9805195	115.5144	0.9818182	117.0399	0.9831169	119.681	0.9207792	142.4484	0.7155844	122.6145	0.7727273	84.61964	1	103.3614	0.9532468	100.841	0.9649351	95.83727	0.9571428	101.0564	0.9506493	94.26626	0.9779221	100.3481	0.9584416	99.76205	0.9948052	107.5446	0.8948052	108.6768	0.9493507	109.7133	0.8467532
ERCC-00040	6350025	126.7833	0.8948052	143.1882	0.6311688	155.8123	0.3974026	158.4671	0.5506493	146.0314	0.7701299	131.3161	0.8012987	145.3575	0.7038961	134.3211	0.8181818	149.2743	0.6727273	166.8903	0.3935065	133.5788	0.7558442	147.3249	0.6506494	121.4975	0.7844156	105.284	0.8662338	124.1147	0.7506493	121.9166	0.7727273	120.7843	0.6571429	107.149	0.9025974	123.6896	0.6922078	128.2209	0.6714286	118.1196	0.851948	113.7082	0.8181818	118.3808	0.8584415	100.8807	0.9610389
ERCC-00041	2320315	111.6288	0.9831169	139.5574	0.6961039	125.8807	0.8753247	128.9073	0.9194805	134.3142	0.9142857	127.6772	0.8532467	135.4552	0.8194805	123.6342	0.9194805	134.6746	0.8597403	133.3392	0.8961039	125.8816	0.8467532	123.029	0.9480519	122.6843	0.7727273	112.9225	0.7831169	121.596	0.7805195	125.8445	0.7376623	112.4949	0.7779221	116.1436	0.7974026	109.6932	0.8467532	122.5243	0.7480519	138.0888	0.6363636	100.4259	0.9597403	124.9119	0.8051948	109.6249	0.848052
ERCC-00042	7570685	139.8585	0.7701299	124.8844	0.8844156	107.2387	0.9935065	154.5518	0.635065	140.3441	0.8415585	123.3299	0.9025974	128.0994	0.8935065	124.7464	0.9103896	124.0539	0.9571428	116.3306	0.9831169	126.9318	0.8298701	132.7915	0.8597403	113.9225	0.8714285	101.5204	0.9090909	133.6035	0.6506494	96.11945	0.9909091	114.4272	0.7584416	120.8735	0.7506493	95.41048	0.9753247	119.108	0.7896104	114.4237	0.8792208	99.15449	0.9727273	127.3863	0.7831169	110.9661	0.8272727
ERCC-00043	2320427	131.1598	0.8584415	127.628	0.8493506	128.9701	0.8350649	131.4763	0.8974026	114.2698	0.9935065	121.3067	0.9181818	122.2169	0.9428571	123.1964	0.925974	155.4914	0.5714286	118.0879	0.9818182	116.0359	0.9467533	127.0988	0.912987	111.1585	0.8909091	91.88322	0.987013	110.4786	0.887013	110.4156	0.8805195	100.7212	0.9155844	91.13504	0.9961039	94.44009	0.9766234	106.0765	0.9142857	94.88187	0.9948052	102.5423	0.9402598	142.8575	0.5818182	99.81156	0.974026
ERCC-00044	4730551	135.629	0.8194805	142.4139	0.6467533	122.6962	0.9	122.0912	0.9727273	152.1819	0.6909091	133.4035	0.7636364	154.7366	0.5467532	138.4221	0.7805195	134.3073	0.8662338	128.2516	0.9428571	126.5818	0.8350649	121.6676	0.9571428	119.8408	0.7974026	114.4482	0.7636364	120.0281	0.7935065	100.8143	0.9662338	110.2847	0.8064935	116.0909	0.7974026	100.9359	0.9376624	113.9802	0.8428571	129.7459	0.7207792	117.8962	0.7714286	108.0682	0.9532468	101.0207	0.9584416
ERCC-00046	1980008	106.9417	0.9948052	129.3785	0.8220779	109.0819	0.9883117	125.8942	0.938961	126.5732	0.9649351	115.8313	0.9636363	130.9421	0.8571429	124.558	0.9116883	157.0836	0.5389611	139.8548	0.8246753	128.2316	0.8194805	138.6582	0.7844156	94.36082	0.9974026	95.30632	0.9675325	95.7093	0.9935065	107.6826	0.9064935	92.10729	0.9818182	112.1083	0.8467532	91.3804	0.987013	103.2461	0.9402598	117.2871	0.8545455	95.23558	0.9909091	112.0953	0.9246753	115.5816	0.7714286
ERCC-00048	1990497	116.0536	0.9584416	127.3262	0.8558441	127.949	0.8454546	128.9561	0.9194805	133.1761	0.9285714	138.9962	0.6792208	134.1921	0.8246753	122.7535	0.9272727	159.8747	0.4857143	134.6448	0.8818182	127.278	0.8285714	131.8731	0.8701299	113.5646	0.8766234	97.31292	0.9545454	113.5915	0.8571429	105.0936	0.9324675	101.0601	0.9116883	105.0088	0.9220779	93.23737	0.9831169	92.84444	0.9909091	113.5345	0.8974026	108.0111	0.8935065	109.5013	0.9441559	101.6413	0.951948
ERCC-00051	290369	156.6769	0.5077922	144.3543	0.6103896	152.9085	0.4441558	160.3471	0.5181818	144.4944	0.7909091	161.9033	0.2623377	145.2093	0.7038961	138.5943	0.7792208	150.3193	0.6584415	155.6011	0.6103896	137.61	0.6922078	183.525	0.1038961	112.6174	0.8805195	110.8014	0.8025974	120.1376	0.7935065	114.4481	0.8493506	110.6864	0.8051948	128.7578	0.6649351	105.0903	0.8909091	117.1154	0.8116883	132.4646	0.7025974	145.2231	0.3948052	145.6161	0.5402597	133.7262	0.5064935
ERCC-00053	5260356	111.712	0.9818182	119.391	0.9298701	125.4025	0.8805195	125.0077	0.9532468	140.9657	0.8350649	105.8683	0.9935065	131.7037	0.851948	126.0196	0.8961039	149.3671	0.6727273	132.5016	0.9077922	124.3671	0.8636364	124.9212	0.9298701	112.0733	0.8818182	103.4037	0.8857143	110.4057	0.887013	104.2515	0.9402598	119.4065	0.6896104	108.956	0.8883117	115.1024	0.7935065	116.6962	0.8155844	129.2283	0.7298701	104.6051	0.9233766	127.55	0.7818182	103.4687	0.9350649
ERCC-00054	1820215	129.1534	0.8701299	138.4552	0.7103896	119.8072	0.9246753	130.1654	0.9077922	140.0174	0.8415585	136.2604	0.7246753	137.3996	0.8064935	121.2691	0.9467533	138.6003	0.8285714	173.6806	0.2779221	125.3827	0.8532467	129.7317	0.8922078	97.21844	0.9935065	112.1551	0.7922078	104.7352	0.9441559	113.0373	0.8584415	108.739	0.8246753	105.3616	0.9220779	107.2654	0.8727273	131.8745	0.6090909	116.4263	0.8623376	113.8428	0.8168831	116.1895	0.8831169	107.2616	0.8779221
ERCC-00057	70278	125.1931	0.9077922	132.9954	0.7792208	109.9206	0.987013	136.0784	0.848052	138.7995	0.864935	127.0486	0.8571429	113.484	0.9909091	134.4389	0.8155844	123.6559	0.9571428	125.531	0.9545454	105.4109	0.9922078	118.9856	0.9714286	97.49445	0.9909091	99.41068	0.9324675	94.13689	0.9948052	95.54949	0.9909091	97.39545	0.9493507	93.68407	0.9922078	91.12105	0.9883117	94.6776	0.9831169	107.9196	0.9506493	95.50751	0.9909091	90.0118	1	91.51347	0.9987013
ERCC-00058	5570400	165.0246	0.3649351	143.6998	0.625974	152.5671	0.4506494	166.5547	0.4025974	164.732	0.4571429	139.2447	0.6766234	148.6093	0.6649351	148.0602	0.6233766	156.7098	0.5428572	155.2367	0.6181818	144.5001	0.5597402	155.5825	0.5	133.0288	0.6857143	131.1591	0.5376623	118.0233	0.8168831	136.2689	0.6298701	112.7775	0.7766234	140.2644	0.5	113.0463	0.812987	124.8808	0.7103896	142.2476	0.5805195	157.9183	0.1974026	150.2447	0.4675325	138.0821	0.4272727
ERCC-00059	5360059	124.4761	0.9142857	111.5709	0.9779221	121.7274	0.9103896	127.0663	0.9324675	129.745	0.9480519	130.4344	0.8116883	126.7393	0.9051948	122.5964	0.9272727	132.8205	0.8792208	122.5439	0.974026	108.0366	0.987013	143.397	0.6987013	110.8689	0.8922078	101.6232	0.9077922	112.7835	0.8662338	121.9355	0.7727273	102.946	0.8922078	150.1642	0.338961	98.66273	0.9571428	107.9451	0.9038961	109.0025	0.9415584	96.984	0.9857143	109.9145	0.9428571	102.194	0.9467533
ERCC-00060	450059	147.6861	0.6493506	173.5422	0.1272727	156.4824	0.3909091	167.514	0.3857143	143.3916	0.7987013	156.1067	0.3857143	164.1393	0.3636364	155.1098	0.474026	152.1875	0.6311688	144.7999	0.7766234	126.4629	0.8402597	190.6914	0.06493507	122.0557	0.7792208	137.9594	0.4246753	142.2012	0.5402597	129.2246	0.7	156.4231	0.1350649	141.2355	0.487013	119.4333	0.7493507	99.38578	0.9675325	133.7326	0.6935065	162.141	0.1415584	149.2498	0.4831169	137.8918	0.4298701
ERCC-00061	2370458	146.4769	0.6714286	115.864	0.951948	130.4663	0.8233766	132.6843	0.8818182	136.8647	0.8818182	166.7646	0.1974026	128.2361	0.8935065	121.8052	0.938961	128.2714	0.9285714	153.813	0.6506494	118.484	0.9311689	130.9009	0.8818182	117.1793	0.8441558	109.2988	0.8168831	123.7427	0.7519481	141.2448	0.5558441	92.20292	0.9818182	127.2357	0.6766234	91.09819	0.9883117	99.71992	0.9636363	125.4378	0.7818182	107.1902	0.8974026	110.4597	0.9402598	110.9556	0.8272727
ERCC-00062	6760035	136.3267	0.8168831	133.8201	0.7701299	131.3015	0.8116883	144.6222	0.7714286	146.0821	0.7688312	123.1962	0.9038961	130.7352	0.8623376	139.3288	0.7662337	131.1852	0.8922078	128.3827	0.9415584	113.5948	0.9623377	138.5828	0.787013	110.3956	0.8961039	97.07925	0.9558442	120.0728	0.7935065	104.1075	0.9402598	88.82223	0.9922078	102.1045	0.9454545	98.94139	0.9558442	96.76769	0.974026	119.7981	0.8298701	99.69816	0.9675325	112.3623	0.9246753	101.7896	0.951948
ERCC-00067	5890475	134.5961	0.8272727	115.1542	0.9610389	123.7298	0.8922078	128.4801	0.9220779	141.3882	0.8285714	117.6951	0.9532468	127.1959	0.9	129.378	0.8779221	123.1643	0.9623377	126.0902	0.9532468	120.4354	0.9168831	125.788	0.9246753	107.3946	0.9207792	113.3492	0.7792208	123.968	0.7506493	114.2542	0.8506494	94.74213	0.9649351	102.2711	0.9441559	113.227	0.8116883	99.08487	0.9675325	107.5233	0.9506493	103.9595	0.9337662	131.0139	0.7324675	107.0481	0.887013
ERCC-00069	2970424	121.3369	0.9324675	113.4901	0.974026	119.0174	0.9298701	131.054	0.9025974	117.9138	0.9883117	142.0853	0.6285715	151.7838	0.6103896	120.8226	0.9506493	113.6468	0.9896104	141.2575	0.8090909	104.393	0.9974026	122.043	0.9545454	113.1842	0.8792208	109.3221	0.8168831	99.8269	0.9766234	93.12101	0.9935065	96.95786	0.9506493	99.90278	0.9610389	92.57697	0.9844156	116.1781	0.8220779	120.4847	0.8233766	101.9168	0.9441559	128.304	0.7675325	109.3607	0.8558441
ERCC-00071	4230037	129.5209	0.8688312	128.9757	0.8285714	141.1389	0.6831169	133.2012	0.8714285	126.3116	0.9662338	176.7605	0.08961039	148.3733	0.6701299	132.7855	0.8402597	137.446	0.8363636	129.136	0.9363636	125.3802	0.8532467	126.151	0.9233766	112.562	0.8805195	105.1964	0.8675325	124.7576	0.7441558	129.5857	0.6948052	98.12222	0.9441559	111.8892	0.8493506	116.5344	0.7818182	115.6851	0.8272727	117.2067	0.8545455	128.4323	0.6467533	124.564	0.8064935	117.2513	0.7545455
ERCC-00073	7330465	145.13	0.6935065	133.0289	0.7792208	122.3781	0.9038961	135.5165	0.8506494	152.7957	0.6792208	123.5586	0.8987013	136.1496	0.8181818	126.6214	0.8896104	125.6476	0.9454545	122.2328	0.974026	117.3951	0.9337662	126.5505	0.9194805	127.0445	0.7402598	102.9634	0.8948052	113.7722	0.8571429	114.9932	0.8389611	105.7951	0.8545455	127.6872	0.674026	98.95606	0.9558442	108.8236	0.8961039	111.5206	0.9181818	114.6636	0.8051948	115.3044	0.8909091	98.64966	0.9792208
ERCC-00074	3710431	119.2814	0.9402598	115.9471	0.9493507	121.645	0.9103896	128.7361	0.9207792	135.8162	0.8987013	151.521	0.4597403	152.8597	0.5922078	127.8867	0.8857143	144.5864	0.7415584	131.6197	0.9181818	121.638	0.9012987	125.4469	0.9272727	131.0917	0.7025974	119.8644	0.6961039	115.3979	0.8402597	119.0902	0.8025974	100.1071	0.9181818	127.0882	0.6779221	109.6352	0.8467532	116.0474	0.8246753	140.7038	0.6077922	99.28996	0.9701298	114.7344	0.8935065	108.433	0.8662338
ERCC-00075	70477	129.7431	0.8675325	126.0269	0.864935	112.0814	0.9805195	116.0685	0.9935065	123.627	0.9714286	113.8523	0.9688312	95.90128	1	115.5783	0.9779221	127.0639	0.9376624	117.4344	0.9831169	121.8616	0.8987013	128.0644	0.9090909	110.0328	0.9	115.9135	0.7428572	93.24556	0.9961039	102.2583	0.9558442	94.39211	0.9662338	96.08403	0.9818182	100.7177	0.9402598	103.1948	0.9402598	105.8555	0.9688312	82.27412	1	115.9652	0.8857143	98.69055	0.9792208
ERCC-00076	2320487	135.9873	0.8181818	130.6295	0.8077922	120.4064	0.9207792	133.0332	0.8766234	137.4791	0.874026	114.7705	0.9688312	168.5604	0.2909091	119.1428	0.9636363	145.0161	0.7402598	128.9335	0.938961	115.0952	0.9545454	134.2868	0.8337662	96.53798	0.9935065	109.6377	0.8142857	112.2633	0.8688312	113.6071	0.8545455	103.0301	0.8909091	114.507	0.8207792	92.00555	0.9857143	106.1193	0.9142857	113.1722	0.9	115.8385	0.7883117	104.1935	0.9805195	114.4165	0.7896104
ERCC-00077	6900164	142.4043	0.7454545	111.3997	0.9779221	108.8142	0.9896104	130.3382	0.9077922	120.7393	0.9844156	129.2965	0.8337662	120.2406	0.9558442	117.1797	0.9714286	118.323	0.9753247	168.3391	0.3649351	126.9989	0.8298701	137.9735	0.7948052	105.0898	0.9441559	91.40834	0.9896104	117.1647	0.8233766	106.2744	0.9142857	91.24131	0.9844156	113.5012	0.8337662	100.7256	0.9402598	96.68268	0.974026	104.6824	0.9753247	104.8733	0.9220779	116.7164	0.8753247	99.63679	0.974026
