TargetID	ProbeID	5445316054_A.AVG_Signal	5445316054_A.Detection Pval	5445316054_B.AVG_Signal	5445316054_B.Detection Pval	5445316054_C.AVG_Signal	5445316054_C.Detection Pval	5445316054_D.AVG_Signal	5445316054_D.Detection Pval	5445316054_E.AVG_Signal	5445316054_E.Detection Pval	5445316054_F.AVG_Signal	5445316054_F.Detection Pval	5445316054_G.AVG_Signal	5445316054_G.Detection Pval	5445316054_H.AVG_Signal	5445316054_H.Detection Pval	5445316054_I.AVG_Signal	5445316054_I.Detection Pval	5445316054_J.AVG_Signal	5445316054_J.Detection Pval	5445316054_K.AVG_Signal	5445316054_K.Detection Pval	5445316054_L.AVG_Signal	5445316054_L.Detection Pval	5491021084_A.AVG_Signal	5491021084_A.Detection Pval	5491021084_B.AVG_Signal	5491021084_B.Detection Pval	5491021084_C.AVG_Signal	5491021084_C.Detection Pval	5491021084_D.AVG_Signal	5491021084_D.Detection Pval	5491021084_E.AVG_Signal	5491021084_E.Detection Pval	5491021084_F.AVG_Signal	5491021084_F.Detection Pval	5491021084_G.AVG_Signal	5491021084_G.Detection Pval	5491021084_H.AVG_Signal	5491021084_H.Detection Pval	5491021084_I.AVG_Signal	5491021084_I.Detection Pval	5491021084_J.AVG_Signal	5491021084_J.Detection Pval	5491021084_K.AVG_Signal	5491021084_K.Detection Pval	5491021084_L.AVG_Signal	5491021084_L.Detection Pval
NEGATIVE	110750	161.3769	0.4272727	132.7123	0.7831169	142.981	0.651948	149.9249	0.6974026	153.8265	0.6610389	142.9614	0.6103896	167.7708	0.3038961	154.125	0.4922078	152.7532	0.6246753	166.3052	0.4051948	145.5289	0.5389611	132.6511	0.864935	118.6883	0.8116883	103.3629	0.8883117	142.0124	0.5441558	118.9752	0.8038961	114.1684	0.7623377	116.9367	0.787013	101.9694	0.9324675	119.6898	0.7805195	140.7644	0.6025974	105.4694	0.9194805	127.2979	0.7857143	107.7063	0.8753247
NEGATIVE	130113	199.4935	0.04285714	135.4709	0.7480519	185.737	0.04415584	177.5447	0.2233766	172.4444	0.3220779	177.7351	0.08571429	164.6397	0.3532467	191.2989	0.05584415	184.6317	0.1402597	182.12	0.1649351	165.8477	0.1493506	192.6365	0.05584415	163.8389	0.2545455	155.6872	0.161039	160.4176	0.2649351	162.778	0.2285714	149.7216	0.1948052	135.6138	0.5727273	153.3087	0.2532468	163.6404	0.1337662	163.6855	0.2376623	139.2176	0.4974026	200.3261	0.01558442	146.9092	0.2857143
NEGATIVE	130307	154.4302	0.5506493	199.3676	0.02597403	138.6098	0.7181818	156.4681	0.5948052	174.3583	0.2883117	139.3803	0.6766234	133.2602	0.8363636	181.2825	0.1038961	184.3863	0.1428571	166.8547	0.3948052	129.2844	0.8090909	166.2668	0.3064935	137.3553	0.638961	108.8413	0.8207792	121.5982	0.7805195	137.4332	0.6064935	129.7215	0.5103896	116.5865	0.7909091	120.4035	0.7467533	130.5971	0.6311688	131.5143	0.7077922	127.087	0.6675324	135.8671	0.6701299	112.9543	0.8038961
NEGATIVE	130500	141.1269	0.7584416	133.6237	0.7727273	140.6309	0.6948052	140.4597	0.812987	170.2514	0.3727273	122.3569	0.9103896	138.5866	0.7961039	141.209	0.738961	137.2614	0.8376623	158.7598	0.5597402	145.55	0.5363637	157.0495	0.4610389	118.9323	0.8090909	115.5025	0.7493507	135.8686	0.625974	139.6717	0.5792208	117.9318	0.7090909	124.4283	0.7038961	112.2692	0.8233766	112.1799	0.864935	141.8006	0.5883117	118.5923	0.7636364	133.3513	0.7038961	115.2508	0.7753247
NEGATIVE	150370	101.7208	0.9987013	115.5184	0.9558442	128.0148	0.8454546	143.0929	0.7857143	149.5177	0.7311688	121.5611	0.9168831	126.5619	0.9103896	118.0589	0.9688312	118.2021	0.9792208	119.3218	0.9792208	126.1233	0.8454546	129.7549	0.8922078	100.7285	0.974026	104.2999	0.8831169	103.5229	0.951948	115.6795	0.8324676	96.72501	0.9532468	113.8631	0.8324676	106.2387	0.8831169	99.43586	0.9675325	124.4206	0.7896104	97.25404	0.9844156	109.0386	0.9467533	107.1614	0.8818182
NEGATIVE	150731	158.2162	0.4805195	142.1336	0.651948	190.1002	0.02727273	140.8931	0.8051948	203.5913	0.04935065	159.4506	0.3246753	175.5982	0.1792208	150.6403	0.574026	179.2247	0.1844156	176.6902	0.2298701	142.7874	0.5948052	175.438	0.1857143	169.8999	0.1831169	136.008	0.4636364	164.2868	0.2246753	194.7286	0.02337662	158.9612	0.1025974	134.8681	0.5766234	146.2576	0.3597403	162.2597	0.1558442	157.9439	0.312987	156.6454	0.2155844	179.6754	0.0961039	140.4783	0.3896104
NEGATIVE	160278	147.2339	0.6558442	148.7395	0.5532467	144.1155	0.6233766	180.812	0.1779221	156.6863	0.6194805	129.9903	0.8220779	152.8823	0.5909091	123.8015	0.9194805	152.4691	0.6285715	145.4226	0.7662337	149.6285	0.4467532	150.9215	0.5922078	141.8287	0.5857143	102.2927	0.9038961	118.729	0.8090909	139.4044	0.5818182	138.0085	0.374026	142.8472	0.4636364	123.2037	0.6987013	132.0118	0.6090909	152.6977	0.4064935	118.1621	0.7701299	152.6147	0.425974	118.3618	0.738961
NEGATIVE	160414	127.2641	0.8896104	142.7419	0.6376624	157.6348	0.3688312	156.0432	0.6051948	177.0325	0.2467532	120.2847	0.9298701	151.9217	0.6077922	142.7342	0.7168831	163.1719	0.4207792	150.3087	0.7064935	152.7009	0.3688312	152.939	0.5545455	149.9949	0.4558442	145.1331	0.2922078	139.4792	0.5805195	163.3224	0.2220779	105.9379	0.8545455	124.4988	0.7025974	124.4706	0.6844156	137.7259	0.5298702	138.9068	0.6311688	132.7718	0.587013	142.395	0.5857143	129.2663	0.5779221
NEGATIVE	160475	113.6464	0.9753247	139.3688	0.6974026	114.8348	0.9649351	135.6794	0.8506494	122.112	0.9818182	129.8542	0.8246753	133.669	0.8311688	132.9861	0.8363636	114.6059	0.9844156	110.7042	0.9948052	103.3108	0.9987013	130.9046	0.8818182	110.6968	0.8961039	106.8454	0.848052	120.3533	0.7922078	105.5875	0.9285714	110.7279	0.8038961	102.1069	0.9454545	114.8224	0.7961039	125.2841	0.7051948	101.4682	0.9909091	101.3146	0.9467533	122.0681	0.8233766	117.6838	0.7493507
NEGATIVE	160626	150.0979	0.6220779	149.5133	0.5337662	128.1339	0.8428571	161.6778	0.5064935	150.791	0.7116883	129.4091	0.8337662	140.3342	0.7688312	144.3392	0.6896104	164.4944	0.3935065	157.7065	0.5792208	152.428	0.3714286	149.131	0.6246753	125.6877	0.7519481	116.3304	0.7376623	143.6266	0.5233766	122.4906	0.7701299	119.512	0.6896104	131.959	0.6233766	122.023	0.7220779	124.0275	0.7246753	127.6903	0.7493507	128.3089	0.6506494	137.161	0.6558442	121.5431	0.6948052
NEGATIVE	160647	143.3554	0.7246753	163.4283	0.2532468	156.1977	0.3935065	194.8738	0.07922078	166.9556	0.4233766	134.2764	0.7571428	161.3866	0.4220779	160.7423	0.374026	162.4929	0.4337662	221.2595	0.01298701	145.5054	0.5402597	159.9104	0.4012987	146.8489	0.512987	158.0695	0.1350649	151.4882	0.4103896	132.4239	0.6701299	131.0554	0.4948052	156.9099	0.2467532	153.2751	0.2558441	156.7739	0.2103896	161.0967	0.2662338	165.9729	0.1116883	152.0775	0.4376623	157.6747	0.1337662
NEGATIVE	240180	155.081	0.5298702	154.6396	0.4376623	150.2969	0.4857143	165.6596	0.4246753	209.6691	0.03766234	155.9588	0.3909091	207.4539	0.02337662	156.5769	0.4597403	149.4738	0.6701299	143.6722	0.787013	148.7661	0.4662338	193.7802	0.05194805	204.6557	0.02597403	123.8353	0.6493506	149.3919	0.4467532	163.1323	0.225974	127.1297	0.561039	155.6427	0.2649351	153.2483	0.2571429	130.1665	0.638961	160.8765	0.2675325	157.0257	0.2103896	166.7116	0.2194805	135.2312	0.4831169
NEGATIVE	240368	141.4302	0.7558442	130.1394	0.8155844	147.7966	0.5519481	136.8373	0.8415585	158.658	0.5753247	139.9366	0.6623377	130.8179	0.861039	133.572	0.8246753	151.3746	0.6467533	139.5267	0.8311688	127.4611	0.8272727	154.0208	0.5337662	169.856	0.1844156	124.7793	0.6298701	133.1828	0.6610389	124.4731	0.7506493	129.936	0.5064935	111.5103	0.8545455	119.3666	0.7506493	120.7536	0.7636364	136.064	0.6649351	122.393	0.725974	121.1885	0.8350649	123.182	0.674026
NEGATIVE	240739	136.7857	0.8116883	143.122	0.6324675	157.181	0.3766234	148.28	0.7233766	140.6371	0.8402597	155.8513	0.3948052	129.2705	0.8831169	166.1071	0.2909091	138.6171	0.8285714	149.0414	0.7194805	132.6586	0.7714286	140.2241	0.7636364	133.1953	0.6831169	130.0379	0.5623376	148.0193	0.4688312	133.3203	0.6584415	140.7182	0.3246753	128.7547	0.6662338	139.6599	0.4571429	131.6717	0.6116883	159.9907	0.2766234	136.0598	0.5389611	136.0394	0.6662338	132.7003	0.5272727
NEGATIVE	270364	157.2957	0.5025974	176.2511	0.1116883	192.024	0.01688312	170.7461	0.3181818	148.043	0.7519481	137.2159	0.712987	180.6831	0.1207792	144.1773	0.6935065	166.0331	0.3701299	170.1944	0.3337662	170.4711	0.1064935	175.4858	0.1844156	168.8278	0.2	157.3314	0.1441558	175.5274	0.0948052	163.9932	0.2116883	145.4921	0.2558441	152.0508	0.3077922	182.5794	0.02077922	155.2682	0.2220779	147.7382	0.4987013	186.4499	0.01948052	166.7708	0.2181818	158.9235	0.1220779
NEGATIVE	270377	177.9995	0.1935065	165.3613	0.2168831	148.371	0.5389611	165.9893	0.4142857	169.9304	0.3766234	134.2943	0.7558442	180.0051	0.1311688	158.8826	0.4012987	148.3087	0.6896104	156.9371	0.5857143	161.6596	0.2025974	167.5141	0.2883117	169.0942	0.1961039	138.7951	0.4103896	125.5351	0.738961	143.6254	0.5233766	140.352	0.3350649	158.754	0.2168831	115.1606	0.7935065	140.2154	0.4753247	152.8722	0.4025974	140.848	0.4636364	143.9318	0.5623376	148.2689	0.2558441
NEGATIVE	270400	147.1545	0.6584415	166.803	0.1974026	159.1555	0.3415585	159.6414	0.5337662	173.7671	0.3051948	156.0982	0.387013	147.7676	0.6805195	150.4419	0.5766234	157.1122	0.5389611	182.1741	0.1636364	159.6261	0.2402597	192.452	0.05844156	163.4312	0.2649351	148.3427	0.2467532	153.4468	0.3727273	149.0519	0.4207792	140.474	0.3272727	153.5712	0.2883117	147.4482	0.3350649	134.2649	0.5792208	168.547	0.1662338	163.2181	0.1285714	157.8746	0.3545454	130.5304	0.561039
NEGATIVE	270504	149.5446	0.6285715	151.9753	0.4883117	175.976	0.08961039	156.0979	0.6038961	183.0495	0.1779221	152.018	0.4493507	172.4007	0.2311688	150.9514	0.5675325	146.8088	0.7181818	169.4591	0.3480519	167.3098	0.1402597	152.5256	0.5688311	151.8268	0.4246753	148.5193	0.2428571	153.3188	0.3766234	148.2954	0.438961	129.0143	0.525974	175.7463	0.07272727	154.1515	0.2376623	154.0628	0.2467532	156.301	0.3376623	113.8792	0.8168831	166.2774	0.2246753	165.0338	0.07662338
NEGATIVE	290338	205.2637	0.02857143	151.841	0.4922078	145.2152	0.6064935	183.3941	0.1558442	176.2275	0.2584416	149.8591	0.4857143	149.6788	0.6493506	170.0902	0.2337662	177.1263	0.2025974	176.8588	0.2272727	152.0018	0.3831169	167.2719	0.2935065	164.6362	0.2467532	147.2156	0.2571429	170.2213	0.1467533	154.807	0.3402597	146.1382	0.2454545	126.4332	0.687013	151.3347	0.2766234	148.1865	0.3415585	174.4722	0.1012987	140.1075	0.4792208	165.0586	0.2402597	154.7597	0.1714286
NEGATIVE	290576	171.4047	0.2688312	142.3511	0.648052	165.8396	0.2233766	164.5331	0.4493507	188.3539	0.1285714	141.8074	0.635065	151.4989	0.6155844	176.7022	0.1441558	163.097	0.4246753	173.0972	0.2935065	162.7908	0.1779221	170.5876	0.2506494	182.9858	0.08831169	135.7058	0.4688312	149.7706	0.4415585	143.8028	0.5194805	138.3607	0.3675325	128.9983	0.6610389	145.4083	0.3779221	135.6028	0.5571429	148.3269	0.4961039	169.4332	0.08831169	151.2378	0.4558442	134.8544	0.4909091
NEGATIVE	360215	132.0253	0.851948	158.2392	0.3571429	166.3548	0.2116883	183.4233	0.1532468	174.1375	0.2935065	136.9373	0.7181818	171.2305	0.2480519	169.137	0.2454545	156.3706	0.548052	160.3375	0.5207792	136.9243	0.7	169.6742	0.2636364	144.6455	0.5441558	132.6546	0.5168831	185.3255	0.04155844	127.2714	0.7207792	134.5945	0.438961	150.7715	0.3311688	118.0907	0.7636364	139.9045	0.4831169	140.3909	0.6103896	135.4028	0.5493507	157.1297	0.3649351	105.9157	0.9025974
NEGATIVE	360450	210.7417	0.02337662	174.7563	0.1220779	196.619	0.01298701	155.5716	0.6142857	156.1289	0.6285715	161.3482	0.2779221	156.1865	0.5220779	163.1116	0.3376623	143.5608	0.7545455	150.0017	0.7103896	157.409	0.2818182	173.3997	0.2116883	186.3925	0.06883117	137.6089	0.4298701	152.0132	0.3974026	182.6288	0.05584415	131.2393	0.4883117	159.787	0.2038961	125.3571	0.6701299	138.2101	0.5194805	156.6226	0.3311688	149.3031	0.3207792	171.7845	0.1480519	115.9256	0.7688312
NEGATIVE	380364	174.7511	0.2233766	159.4399	0.3233766	164.8075	0.2467532	165.413	0.4311688	172.2234	0.3285714	160.9222	0.2896104	157.1757	0.4987013	152.6743	0.5272727	175.4752	0.2233766	169.7667	0.3428572	154.3915	0.3311688	161.3466	0.3766234	147.8426	0.4948052	138.3595	0.4168831	152.7172	0.387013	148.2932	0.4402598	145.0076	0.2636364	137.4046	0.5337662	150.8095	0.2844156	158.5077	0.1909091	152.085	0.4272727	156.1145	0.2246753	172.6523	0.1376623	181.3016	0.02467532
NEGATIVE	380438	180.0818	0.1714286	144.0454	0.6194805	136.0254	0.7454545	158.0749	0.5597402	152.5283	0.6844156	186.5696	0.03896104	197.0056	0.03896104	166.0893	0.2935065	160.6941	0.4662338	156.6804	0.5909091	156.0807	0.3038961	140.5701	0.7519481	150.2802	0.4493507	140.8257	0.3727273	149.0323	0.4558442	136.4978	0.6285715	122.1988	0.6363636	151.5792	0.3142857	145.5755	0.3753247	146.5208	0.3753247	141.7884	0.5896104	134.6085	0.561039	167.0228	0.2155844	129.97	0.5675325
NEGATIVE	380739	145.2951	0.6896104	114.445	0.9714286	134.3923	0.774026	131.7875	0.8922078	143.3504	0.8	120.0407	0.9337662	125.9514	0.912987	139.1175	0.774026	193.2377	0.08181818	109.1149	0.9974026	118.7874	0.9285714	125.8993	0.9246753	110.8489	0.8948052	94.59722	0.9727273	126.3271	0.7311688	101.3316	0.9623377	93.16589	0.9792208	104.9964	0.9233766	96.36179	0.9688312	93.31274	0.9909091	110.7978	0.9246753	109.5334	0.8766234	112.0675	0.925974	123.8815	0.6675324
NEGATIVE	430008	134.6752	0.8272727	111.6597	0.9779221	115.0549	0.9623377	133.2007	0.8727273	130.0217	0.9454545	116.6854	0.9610389	126.6694	0.9064935	126.1901	0.8948052	139.4841	0.8168831	121.4977	0.9753247	126.5706	0.8376623	113.3734	0.9831169	100.8812	0.9714286	104.861	0.8766234	110.676	0.8844156	110.7598	0.8792208	105.3274	0.8688312	123.3476	0.7233766	104.7054	0.8935065	117.1348	0.8116883	119.0831	0.8376623	107.4748	0.8961039	112.8533	0.9220779	104.7262	0.9194805
NEGATIVE	430121	149.9028	0.6272727	161.4629	0.2935065	178.5773	0.07012987	188.2988	0.1116883	160.2244	0.548052	157.6789	0.3597403	178.6817	0.1441558	143.8908	0.7	160.0152	0.4844156	163.3734	0.4727273	150.168	0.4285714	145.8132	0.6714286	215.4858	0.01428571	174.1847	0.03766234	147.6156	0.474026	140.2791	0.5714286	153.7424	0.1597403	169.349	0.1142857	161.4663	0.1441558	175.6693	0.05454545	155.3664	0.3584416	162.1173	0.1428571	164.5919	0.2480519	141.2538	0.3805195
NEGATIVE	430167	142.8349	0.7402598	147.4542	0.5714286	154.6766	0.4155844	177.0972	0.2285714	161.8072	0.5077922	139.3814	0.6753247	161.7181	0.412987	131.3713	0.8571429	158.6956	0.5155844	154.3098	0.6415585	145.6201	0.5324675	155.2753	0.5103896	122.3388	0.7753247	124.0909	0.648052	141.2294	0.5506493	122.7518	0.7688312	105.4655	0.861039	124.3398	0.7051948	126.9797	0.6454545	117.2196	0.8103896	107.2728	0.9571428	143.7915	0.4155844	121.0498	0.8389611	100.969	0.9597403
NEGATIVE	430360	143.7497	0.7207792	146.6892	0.5818182	184.4266	0.04545455	175.425	0.2493507	175.2225	0.2766234	138.8061	0.6844156	156.3148	0.5194805	139.4811	0.7623377	145.4518	0.7337663	148.8655	0.7233766	157.7517	0.274026	170.8328	0.2454545	146.6609	0.5155844	108.0519	0.8285714	147.6063	0.4753247	135.6047	0.6376624	124.4727	0.6077922	146.1434	0.4038961	129.3325	0.5909091	158.34	0.1922078	142.7079	0.574026	145.8891	0.3831169	140.1044	0.6038961	149.1954	0.2441558
NEGATIVE	430475	181.3572	0.1545455	186.8244	0.05714286	157.1941	0.3753247	203.954	0.04935065	182.3517	0.1909091	147.7074	0.525974	182.2443	0.1103896	164.8281	0.3090909	196.5645	0.06623377	186.5936	0.125974	185.5406	0.03506494	196.7808	0.04285714	152.8541	0.4051948	148.5488	0.2415584	167.6686	0.1766234	161.2188	0.2493507	173.9972	0.02857143	147.6913	0.3844156	184.0867	0.01818182	153.1803	0.2584416	176.8311	0.08181818	148.3137	0.338961	155.8808	0.3883117	185.9063	0.01428571
NEGATIVE	430706	181.3723	0.1532468	177.4854	0.1	223.2068	0.002597403	203.8593	0.05064935	187.7714	0.1324675	180.02	0.06623377	170.4464	0.2675325	192.8948	0.05064935	161.3117	0.451948	186.3571	0.1285714	184.1909	0.03896104	190.7173	0.06493507	179.3873	0.1051948	165.7059	0.07792208	171.3996	0.1324675	153.7059	0.3558442	150.159	0.1909091	188.0414	0.02337662	163.6809	0.1155844	169.6607	0.08961039	186.443	0.02857143	182.8021	0.02727273	161.6668	0.2909091	160.1328	0.1116883
NEGATIVE	450215	114.7489	0.9662338	125.1355	0.8818182	118.4731	0.9363636	114.4244	0.9961039	144.3098	0.7935065	125.4685	0.874026	169.6497	0.2792208	115.5695	0.9792208	142.3451	0.7753247	143.2352	0.7922078	136.3471	0.712987	124.4588	0.9376624	111.4002	0.887013	92.86387	0.9818182	107.0132	0.9272727	109.5433	0.887013	102.7965	0.8948052	100.7319	0.9545454	125.4261	0.6688312	96.27483	0.9766234	115.5948	0.8688312	104.2866	0.9324675	97.48877	0.9961039	115.6085	0.7714286
NEGATIVE	450600	196.5212	0.05064935	177.8993	0.0987013	243.8811	0.001298701	202.9482	0.05714286	231.8051	0.006493506	183.5936	0.04935065	205.8575	0.02467532	199.9219	0.02987013	206.3302	0.03636364	186.5472	0.1272727	150.0255	0.4311688	182.6872	0.1142857	137.7358	0.6363636	146.09	0.2792208	166.6571	0.1909091	153.3273	0.3649351	156.8877	0.1298701	167.1206	0.1363636	144.9547	0.3909091	126.8011	0.6818182	145.558	0.5376623	154.4286	0.2493507	183.2047	0.07402597	140.0508	0.3974026
NEGATIVE	460349	127.3587	0.887013	149.7311	0.5298702	173.3749	0.1155844	166.1555	0.4077922	135.1891	0.9064935	165.9382	0.2064935	146.216	0.6948052	161.7004	0.3584416	146.2309	0.725974	171.9858	0.3077922	148.6899	0.4701299	145.5552	0.6753247	133.0447	0.6857143	127.1125	0.6012987	122.0667	0.7753247	130.0113	0.6935065	102.0039	0.9	136.3028	0.561039	110.9265	0.8337662	118.3365	0.8	117.024	0.861039	127.2845	0.6662338	131.8892	0.7220779	132.9254	0.5233766
NEGATIVE	460551	147.2697	0.6545454	124.3238	0.8896104	137.4159	0.7311688	135.0821	0.8571429	123.1606	0.974026	117.0265	0.9571428	119.3657	0.9584416	122.0881	0.9350649	134.5572	0.8623376	114.0508	0.9909091	126.2352	0.8428571	120.6767	0.9610389	106.2772	0.9324675	101.9171	0.9064935	106.0535	0.9350649	104.3044	0.9402598	93.82874	0.9714286	95.13889	0.9896104	93.12553	0.9844156	108.8514	0.8961039	107.2693	0.9584416	99.58997	0.9701298	107.649	0.9584416	125.5502	0.6363636
NEGATIVE	510367	172.192	0.2545455	165.6583	0.2103896	150.7379	0.4805195	160.079	0.5246753	175.4656	0.2727273	175.3831	0.1051948	199.6697	0.03246753	158.7039	0.4064935	171.5877	0.2792208	158.9548	0.5506493	162.1436	0.1948052	157.6782	0.4454545	154.3671	0.3805195	114.3789	0.7649351	149.28	0.4493507	139.0121	0.5909091	144.8573	0.2662338	151.7463	0.3116883	170.0471	0.06753246	165.1831	0.1272727	165.7867	0.2064935	152.6682	0.2844156	137.2778	0.6532468	129.8363	0.5701299
NEGATIVE	510414	132.4211	0.848052	121.4997	0.9181818	124.9301	0.8831169	154.5545	0.635065	142.3483	0.8116883	145.5981	0.5701299	125.8874	0.9142857	130.9436	0.8636364	135.4516	0.8584415	135.2529	0.8753247	143.0641	0.5831169	154.0048	0.5350649	121.3545	0.7883117	100.0576	0.9246753	107.9124	0.9116883	100.313	0.9701298	107.1735	0.8441558	109.2502	0.8883117	102.0752	0.9298701	127.3523	0.6753247	112.8718	0.9038961	127.2878	0.6649351	127.9031	0.774026	112.2517	0.812987
NEGATIVE	510538	145.1369	0.6935065	186.8056	0.05844156	147.4301	0.5636364	148.5227	0.7181818	170.9021	0.3480519	167.6011	0.1883117	156.7338	0.5077922	142.549	0.7194805	142.151	0.7792208	174.3868	0.2662338	190.9195	0.02597403	159.8028	0.4038961	157.8735	0.3337662	164.342	0.08961039	165.391	0.2064935	155.0601	0.338961	132.7679	0.4597403	140.9544	0.4948052	152.0587	0.2701299	129.1813	0.6558442	155.8428	0.3454545	141.5233	0.451948	158.0413	0.3519481	160.6461	0.1051948
NEGATIVE	510592	143.2983	0.7272727	141.9287	0.6584415	138.8187	0.7155844	182.4791	0.1636364	157.8268	0.5974026	185.8023	0.04025974	160.7627	0.4324675	178.0358	0.1298701	124.5044	0.9558442	189.939	0.0948052	153.3843	0.3519481	149.8678	0.6142857	144.0099	0.5597402	142.7974	0.3285714	145.9734	0.4935065	128.9318	0.7038961	144.1201	0.2779221	147.5428	0.3909091	136.4834	0.5155844	136.3019	0.5467532	155.652	0.3493507	118.3075	0.7675325	144.3276	0.5571429	136.2006	0.4662338
NEGATIVE	510754	218.1567	0.01688312	186.7908	0.05974026	136.4545	0.7402598	230.2146	0.009090909	201.021	0.05714286	174.1961	0.1233766	192.0874	0.05194805	186.642	0.07402597	182.3187	0.1597403	156.3683	0.5961039	162.3185	0.1909091	217.6273	0.01558442	158.275	0.3272727	191.32	0.01298701	176.2775	0.08831169	160.5456	0.2558441	114.7991	0.7506493	163.8405	0.1662338	161.1908	0.1493506	156.1783	0.2116883	190.2173	0.02077922	130.3528	0.6194805	184.9556	0.06103896	144.3201	0.3363636
NEGATIVE	520026	153.8616	0.561039	166.3872	0.2038961	188.64	0.03116883	193.2045	0.08701298	201.5403	0.05584415	192.4095	0.02207792	146.4786	0.6896104	151.659	0.5519481	215.0097	0.02207792	176.2444	0.2350649	166.605	0.1454545	165.7405	0.3103896	172.9551	0.151948	142.3389	0.338961	166.6683	0.1896104	183.8178	0.05194805	122.0649	0.6402597	171.5346	0.09740259	158.0051	0.1922078	196.8615	0.007792208	196.989	0.01298701	141.0319	0.4610389	163.6657	0.261039	166.8168	0.06883117
NEGATIVE	520411	176.6144	0.2077922	163.0163	0.2636364	134.1572	0.7779221	155.7424	0.6103896	187.1879	0.1350649	159.124	0.3324675	171.8694	0.2415584	160.6024	0.3779221	168.7611	0.3311688	173.0139	0.2961039	139.4342	0.6636364	169.7992	0.2623377	163.7934	0.2558441	134.82	0.4857143	154.4949	0.3493507	161.0553	0.2506494	162.4259	0.07792208	132.1167	0.6142857	125.3331	0.6714286	147.6899	0.3493507	194.1336	0.01558442	161.0635	0.1571429	148.6041	0.4935065	129.9543	0.5688311
NEGATIVE	540128	178.1545	0.1922078	151.0039	0.5064935	126.4442	0.8662338	153.7032	0.6506494	168.1248	0.4051948	146.5202	0.5558441	144.267	0.7194805	145.3437	0.6688312	162.1	0.4441558	167.1863	0.3896104	129.5659	0.8051948	174.1602	0.2051948	128.7007	0.725974	130.9745	0.5441558	197.0792	0.01688312	152.5488	0.3753247	159.288	0.1	130.7099	0.6376624	144.6098	0.3948052	142.0937	0.4415585	154.5623	0.3714286	135.975	0.5402597	130.507	0.738961	147.7981	0.2623377
NEGATIVE	540445	153.7044	0.5649351	163.8608	0.2467532	159.3618	0.338961	179.5728	0.1909091	155.0294	0.6454545	138.1875	0.6961039	146.7327	0.6857143	141.4509	0.7311688	162.3887	0.4402598	151.9313	0.687013	153.286	0.3532467	198.8501	0.03896104	141.0927	0.5987013	142.0662	0.3454545	143.4382	0.525974	162.4972	0.2324675	127.8385	0.548052	159.7621	0.2051948	145.7054	0.3727273	171.9234	0.07922078	183.6467	0.04025974	154.8837	0.2428571	158.4495	0.3428572	130.8308	0.5558441
NEGATIVE	540470	140.5849	0.7636364	159.2183	0.3298701	125.667	0.8766234	144.3685	0.774026	169.6342	0.3805195	134.0998	0.7584416	131.9524	0.851948	142.9872	0.7142857	176.0843	0.2194805	164.1366	0.4558442	148.7622	0.4675325	146.8153	0.6571429	125.669	0.7532467	117.4629	0.7272727	144.8502	0.5025974	141.7366	0.5467532	116.441	0.7324675	152.4047	0.3038961	126.5405	0.651948	140.0717	0.4792208	156.4389	0.3350649	114.4828	0.8064935	123.9083	0.812987	138.8526	0.412987
NEGATIVE	580341	138.3942	0.7935065	132.7118	0.7844156	109.6796	0.9883117	108.22	0.9987013	124.0726	0.9701298	116.5487	0.9623377	117.9511	0.9675325	127.8038	0.887013	111.9771	0.9961039	112.2764	0.9935065	112.2	0.9701298	108.4712	0.9935065	106.2561	0.9337662	102.6985	0.8987013	112.0458	0.8727273	110.2608	0.8831169	99.86916	0.9220779	96.97791	0.9753247	115.5766	0.7896104	119.3271	0.787013	117.4778	0.8545455	102.0341	0.9441559	110.1323	0.9428571	105.9753	0.9012987
NEGATIVE	580379	147.1886	0.6571429	143.1192	0.6337662	159.4937	0.3363636	188.4769	0.1090909	154.8569	0.6493506	139.1927	0.6779221	158.5793	0.4753247	134.9318	0.8116883	156.3463	0.5506493	155.2584	0.6181818	176.6642	0.06753246	143.0469	0.7051948	140.652	0.6038961	139.1306	0.4051948	161.0499	0.2571429	126.8628	0.725974	114.5893	0.7558442	151.9591	0.3090909	115.5661	0.7909091	129.8962	0.6467533	142.3371	0.5805195	141.8469	0.448052	130.7448	0.7350649	130.3947	0.5623376
NEGATIVE	580685	138.6546	0.7909091	176.8201	0.1077922	167.9962	0.1818182	176.566	0.2324675	173.752	0.3064935	154.1556	0.4181818	170.7931	0.2584416	132.8947	0.8389611	174.5583	0.2363636	152.2205	0.6831169	154.3114	0.3376623	156.2391	0.487013	163.3438	0.2688312	107.4829	0.8363636	141.9064	0.5454546	151.3913	0.3909091	148.5157	0.2090909	151.6297	0.312987	157.2797	0.2012987	149.7742	0.3025974	143.5372	0.5623376	144.7591	0.3987013	158.9517	0.3324675	151.6747	0.2025974
NEGATIVE	610180	142.9966	0.7337663	135.918	0.7428572	126.33	0.8688312	154.4892	0.638961	170.2929	0.3714286	137.2724	0.7090909	147.2905	0.6818182	151.1449	0.5649351	139.4003	0.8181818	143.7427	0.7857143	159.6336	0.238961	139.2599	0.7779221	117.3813	0.8389611	132.1118	0.5233766	151.6957	0.4051948	114.8635	0.8402597	127.2462	0.5584416	138.889	0.5103896	116.9581	0.7792208	140.9696	0.4649351	147.1164	0.5103896	120.1122	0.7480519	145.7365	0.5402597	106.4988	0.8948052
