TargetID	ProbeID	5445316054_A.AVG_Signal	5445316054_A.Detection Pval	5445316054_A.BEAD_STDERR	5445316054_A.Avg_NBEADS	5445316054_B.AVG_Signal	5445316054_B.Detection Pval	5445316054_B.BEAD_STDERR	5445316054_B.Avg_NBEADS	5445316054_C.AVG_Signal	5445316054_C.Detection Pval	5445316054_C.BEAD_STDERR	5445316054_C.Avg_NBEADS	5445316054_D.AVG_Signal	5445316054_D.Detection Pval	5445316054_D.BEAD_STDERR	5445316054_D.Avg_NBEADS	5445316054_E.AVG_Signal	5445316054_E.Detection Pval	5445316054_E.BEAD_STDERR	5445316054_E.Avg_NBEADS	5445316054_F.AVG_Signal	5445316054_F.Detection Pval	5445316054_F.BEAD_STDERR	5445316054_F.Avg_NBEADS	5445316054_G.AVG_Signal	5445316054_G.Detection Pval	5445316054_G.BEAD_STDERR	5445316054_G.Avg_NBEADS	5445316054_H.AVG_Signal	5445316054_H.Detection Pval	5445316054_H.BEAD_STDERR	5445316054_H.Avg_NBEADS	5445316054_I.AVG_Signal	5445316054_I.Detection Pval	5445316054_I.BEAD_STDERR	5445316054_I.Avg_NBEADS	5445316054_J.AVG_Signal	5445316054_J.Detection Pval	5445316054_J.BEAD_STDERR	5445316054_J.Avg_NBEADS	5445316054_K.AVG_Signal	5445316054_K.Detection Pval	5445316054_K.BEAD_STDERR	5445316054_K.Avg_NBEADS	5445316054_L.AVG_Signal	5445316054_L.Detection Pval	5445316054_L.BEAD_STDERR	5445316054_L.Avg_NBEADS	5491021084_A.AVG_Signal	5491021084_A.Detection Pval	5491021084_A.BEAD_STDERR	5491021084_A.Avg_NBEADS	5491021084_B.AVG_Signal	5491021084_B.Detection Pval	5491021084_B.BEAD_STDERR	5491021084_B.Avg_NBEADS	5491021084_C.AVG_Signal	5491021084_C.Detection Pval	5491021084_C.BEAD_STDERR	5491021084_C.Avg_NBEADS	5491021084_D.AVG_Signal	5491021084_D.Detection Pval	5491021084_D.BEAD_STDERR	5491021084_D.Avg_NBEADS	5491021084_E.AVG_Signal	5491021084_E.Detection Pval	5491021084_E.BEAD_STDERR	5491021084_E.Avg_NBEADS	5491021084_F.AVG_Signal	5491021084_F.Detection Pval	5491021084_F.BEAD_STDERR	5491021084_F.Avg_NBEADS	5491021084_G.AVG_Signal	5491021084_G.Detection Pval	5491021084_G.BEAD_STDERR	5491021084_G.Avg_NBEADS	5491021084_H.AVG_Signal	5491021084_H.Detection Pval	5491021084_H.BEAD_STDERR	5491021084_H.Avg_NBEADS	5491021084_I.AVG_Signal	5491021084_I.Detection Pval	5491021084_I.BEAD_STDERR	5491021084_I.Avg_NBEADS	5491021084_J.AVG_Signal	5491021084_J.Detection Pval	5491021084_J.BEAD_STDERR	5491021084_J.Avg_NBEADS	5491021084_K.AVG_Signal	5491021084_K.Detection Pval	5491021084_K.BEAD_STDERR	5491021084_K.Avg_NBEADS	5491021084_L.AVG_Signal	5491021084_L.Detection Pval	5491021084_L.BEAD_STDERR	5491021084_L.Avg_NBEADS
BIOTIN	5090180	19195.7	0.00	763.1769	21	22493.93	0.00	866.1316	26	19004.89	0.00	1541.937	16	20912.19	0.00	672.945	19	19003.52	0.00	748.6287	15	19891.21	0.00	1794.848	13	22532.5	0.00	962.6381	29	21161.25	0.00	905.3438	20	22483.85	0.00	1448.911	24	23681.41	0.00	1494.964	18	22421.39	0.00	1332.289	20	26115.7	0.00	1401.224	17	16027.21	0.00	524.8544	23	13782.37	0.00	714.6973	31	16081.61	0.00	956.2944	18	16567.75	0.00	843.3475	21	12344.96	0.00	871.4146	13	19370.54	0.00	789.4322	23	19160.63	0.00	1228.665	23	19657.23	0.00	1419.498	14	20815.27	0.00	911.6899	23	19209.77	0.00	1320.753	20	21798.43	0.00	809.4749	20	19955.35	0.00	1122.935	31
BIOTIN	6510136	19729.36	0.00	1351.036	15	19711.21	0.00	773.3749	19	18237.71	0.00	1396.692	12	19925.95	0.00	643.749	15	21477.68	0.00	928.3743	21	20024.86	0.00	689.4664	21	23923.64	0.00	1351.954	16	21178.87	0.00	1089.362	15	22885.83	0.00	1577.887	20	25845.28	0.00	950.3368	11	22584.83	0.00	1476.215	15	20512.88	0.00	939.0399	24	18396.54	0.00	1119.735	18	13048.5	0.00	469.6508	23	17845.84	0.00	938.3144	22	17240.55	0.00	1351.272	19	16614.42	0.00	882.9775	21	16739.57	0.00	822.1143	31	17077.09	0.00	1008.007	25	18122.46	0.00	1082.672	20	20540.63	0.00	688.7328	23	19296.48	0.00	1075.396	32	21220.06	0.00	720.8054	22	21010.79	0.00	1188.768	26
CY3_HYB	1110170	23273.53	0.00	1016.503	28	21268.83	0.00	1081.609	20	22526.97	0.00	684.4966	24	24850.75	0.00	894.91	29	24092.8	0.00	906.5573	27	24309.83	0.00	1428.279	13	26509.54	0.00	1404.581	12	24185.35	0.00	1846.487	20	27136.98	0.00	1201.511	17	29357.48	0.00	1778.185	14	26288.24	0.00	1041.804	28	26811.48	0.00	1009.879	17	17736.89	0.00	944.8446	20	16803.98	0.00	843.825	29	19115.16	0.00	615.7402	24	18733.18	0.00	977.5092	20	15808.73	0.00	723.9144	22	21467.96	0.00	695.2742	20	20088.91	0.00	1227.276	18	21427.78	0.00	909.4276	32	24279.97	0.00	790.0109	20	23141.63	0.00	1847.016	18	23290.55	0.00	884.0925	28	24738.67	0.00	1470.184	18
CY3_HYB	1450438	593.7636	0.00	31.3842	28	606.9156	0.00	30.62974	22	530.7266	0.00	21.03339	25	575.9086	0.00	27.48966	18	600.7901	0.00	27.19444	23	539.6681	0.00	25.61327	20	535.2745	0.00	22.64331	22	617.1105	0.00	31.56796	15	545.561	0.00	15.01981	29	628.0216	0.00	27.56361	21	587.3171	0.00	22.16665	24	613.1411	0.00	29.27636	25	471.2161	0.00	21.56941	16	427.7474	0.00	15.3789	20	486.7638	0.00	20.21683	21	469.3755	0.00	14.96203	24	451.1191	0.00	27.35835	18	461.4789	0.00	13.17845	21	451.6436	0.00	18.77611	23	468.5665	0.00	14.87688	15	481.573	0.00	27.32521	17	489.8601	0.00	18.35484	26	529.4619	0.00	21.95445	27	491.3181	0.00	22.31781	19
CY3_HYB	2510500	4807.62	0.00	204.176	21	4185.925	0.00	130.1971	32	4074.141	0.00	103.6177	31	4864.507	0.00	101.3426	32	4488.007	0.00	201.3167	22	4688.054	0.00	232.8035	21	4423.057	0.00	168.4444	29	4451.471	0.00	188.7339	26	4642.786	0.00	104.8732	23	5277.248	0.00	147.1718	27	4803.973	0.00	124.2381	25	4666.551	0.00	160.0963	20	3533.717	0.00	87.31534	23	3247.885	0.00	89.68649	33	3599.934	0.00	140.0206	28	3530.407	0.00	122.9515	25	2985.019	0.00	90.87921	27	3387.217	0.00	119.6537	25	3666.535	0.00	137.7999	22	3587.523	0.00	108.6983	30	3837.307	0.00	116.8295	28	3926.598	0.00	151.2827	26	3982.559	0.00	156.0289	20	3639.675	0.00	116.5056	25
CY3_HYB	4010327	17998.47	0.00	711.4786	19	17018.84	0.00	521.9052	32	17602.17	0.00	613.6271	26	17918.81	0.00	322.4136	25	18577.1	0.00	650.2858	23	19261.33	0.00	944.1121	25	20354.24	0.00	633.8736	24	19836.61	0.00	1042.603	26	19629.55	0.00	803.4918	21	21078.93	0.00	1009.978	21	19056.64	0.00	693.6989	18	19407.4	0.00	792.2303	22	15777.39	0.00	514.2844	23	14271.36	0.00	495.8503	22	15926.19	0.00	488.4752	27	14864.64	0.00	491.7837	33	14735.85	0.00	720.664	20	15959.57	0.00	455.4073	36	16892.93	0.00	659.8961	25	16697.88	0.00	645.9688	25	17000.65	0.00	431.2007	27	16279.24	0.00	814.5693	24	19203.29	0.00	512.7999	29	17738.8	0.00	723.6325	20
CY3_HYB	4610291	3377.709	0.00	95.5495	25	3131.094	0.00	59.45316	32	3182.439	0.00	96.72207	20	3344.128	0.00	99.70863	20	3561.366	0.00	124.0235	21	3265.478	0.00	110.7742	22	3461.152	0.00	129.017	20	3503.008	0.00	115.3577	21	3886.235	0.00	104.911	27	3842.856	0.00	91.62906	24	3778.348	0.00	99.28001	24	3572.328	0.00	110.5421	28	3216.893	0.00	118.2719	17	2820.992	0.00	109.4367	27	2803.667	0.00	63.76101	25	2912.508	0.00	85.75314	26	2723.711	0.00	163.5568	15	2861.161	0.00	83.1705	21	2855.14	0.00	86.39138	17	2985.866	0.00	120.1722	27	3070.856	0.00	77.28734	25	2933.783	0.00	80.32483	18	3407.289	0.00	121.3872	29	3259.399	0.00	102.2244	15
CY3_HYB	7560739	399.8697	0.00	17.41706	28	415.9304	0.00	20.06459	19	386.251	0.00	16.96149	17	415.8724	0.00	11.10426	30	429.7567	0.00	24.23967	16	398.2414	0.00	21.65033	20	391.7874	0.00	10.80013	21	426.4808	0.00	14.46831	21	430.3372	0.00	19.76891	29	452.7099	0.00	14.55717	22	475.8477	0.00	21.18314	28	453.5995	0.00	18.36827	23	335.2155	0.00	10.87113	17	347.3393	0.00	15.99163	23	408.6013	0.00	16.23376	29	360.5301	0.00	9.329915	26	319.9415	0.00	8.93735	29	350.3237	0.00	11.6536	23	358.5701	0.00	13.06835	24	332.0144	0.00	9.447827	18	383.7567	0.00	13.25161	29	362.3689	0.00	17.11451	20	377.5048	0.00	10.89933	22	368.8781	0.00	14.77299	27
ERCC-00002-02	430220	128.4838	0.8753247	9.603413	23	107.4492	0.9896104	4.141205	23	118.4026	0.9363636	7.464524	19	109.2148	0.9974026	4.678169	15	127.5475	0.9610389	5.615446	20	148.5507	0.5181818	11.93753	16	128.6538	0.8883117	8.498947	24	117.9061	0.9688312	6.590544	15	140.1395	0.8012987	6.510688	27	148.5294	0.7272727	9.297629	21	125.2372	0.8532467	8.61931	24	122.0327	0.9545454	5.45647	22	121.1911	0.7883117	7.028341	28	90.35448	0.9935065	3.758739	18	101.5763	0.9649351	4.906366	29	97.78071	0.9844156	5.146426	18	93.10361	0.9792208	5.362098	20	98.46124	0.9688312	5.6778	20	112.8775	0.8142857	6.681192	23	104.9013	0.9233766	4.978439	23	124.4674	0.787013	8.22221	24	102.807	0.9363636	4.522113	17	111.7112	0.9298701	5.389219	31	94.20486	0.9961039	3.282937	20
ERCC-00003-01	6370471	144.0118	0.7168831	6.337683	34	129.1932	0.8246753	6.326467	26	122.3885	0.9038961	7.223139	26	136.4979	0.8454546	7.817912	30	121.1766	0.9831169	5.233153	25	116.5199	0.9623377	5.841116	23	131.541	0.851948	4.961232	27	126.5851	0.8896104	9.550115	16	129.1372	0.9220779	6.687422	16	142.283	0.8012987	8.769072	34	129.333	0.8077922	9.377954	28	118.2436	0.9727273	6.938328	17	112.5493	0.8805195	6.511745	19	97.42846	0.9532468	3.569923	33	98.12606	0.9883117	4.405295	21	111.7894	0.8727273	5.740502	23	106.243	0.851948	4.630743	29	118.5341	0.774026	6.395663	27	101.2929	0.9350649	3.279446	33	116.9553	0.8142857	6.874405	25	112.2984	0.9103896	6.263372	21	114.0641	0.8142857	5.717761	26	115.0374	0.8909091	7.172068	26	103.1617	0.9376624	3.64486	39
ERCC-00004-01	6940240	118.2755	0.9454545	7.548444	25	107.3206	0.9909091	6.497153	20	112.6109	0.9792208	3.618502	29	141.9229	0.7935065	8.853677	26	127.4431	0.9623377	6.96801	31	129.424	0.8324676	11.97559	17	120.0036	0.9558442	4.142458	23	117.3877	0.9714286	13.01226	14	135.6094	0.8571429	7.793865	30	151.7393	0.6883117	13.46683	20	115.3443	0.951948	4.01812	37	116.8099	0.9766234	5.984437	23	99.75233	0.9818182	4.310942	25	103.0071	0.8922078	5.299474	26	89.31468	0.9987013	2.528358	21	118.1042	0.812987	6.981001	31	90.84643	0.9857143	6.065516	24	107.5332	0.8961039	5.684088	21	103.2749	0.912987	5.387589	21	117.7555	0.8038961	7.284411	30	111.6314	0.9168831	4.661072	36	100.4645	0.9597403	4.867985	29	107.292	0.9610389	4.549248	24	98.89555	0.9792208	5.081279	30
ERCC-00009-01	60372	110.3249	0.9909091	4.300738	29	131.3503	0.7987013	7.347342	30	115.9453	0.9467533	7.773612	22	186.2631	0.1311688	15.86563	25	128.2971	0.9558442	6.874456	28	125.8308	0.8688312	8.062363	27	131.4272	0.8532467	5.08972	19	131.0537	0.861039	9.033107	18	129.8531	0.9116883	9.24435	18	119.3813	0.9779221	6.510437	19	132.2251	0.7753247	7.991204	31	120.4055	0.9610389	6.440177	24	106.1447	0.9350649	5.728028	22	99.01773	0.9337662	2.609192	29	117.8912	0.8181818	8.14801	19	132.0007	0.674026	8.416514	19	112.6602	0.7766234	5.768751	25	109.154	0.8883117	7.114881	18	106.7642	0.8766234	5.382552	24	93.67139	0.987013	3.719354	20	109.6089	0.9324675	6.836361	14	103.8451	0.9337662	4.259152	20	108.2596	0.9532468	5.837815	22	100.2982	0.9714286	5.846656	23
ERCC-00012-01	3870280	127.8932	0.8805195	8.437119	27	140.8979	0.6727273	10.14058	20	117.2942	0.9428571	4.482871	20	132.3159	0.887013	7.144949	21	133.4501	0.9233766	7.752568	20	111.2052	0.9792208	8.288574	16	122.9896	0.9363636	6.896444	20	130.5577	0.8662338	8.737555	23	116.8055	0.9818182	5.462305	26	138.787	0.8389611	8.989883	13	139.1181	0.6714286	8.505648	25	105.4928	1	4.067485	23	107.0308	0.9233766	4.39161	21	123.5183	0.6532468	10.67898	17	101.3947	0.9662338	4.267982	22	97.61275	0.9844156	4.923086	22	93.42665	0.9753247	4.810415	20	111.7425	0.8506494	7.788054	19	105.37	0.8909091	6.153986	20	110.7471	0.874026	7.594281	18	112.2354	0.9116883	6.17202	20	108.5596	0.8883117	6.049917	11	104.4614	0.9792208	4.748258	23	114.2958	0.7922078	7.606479	24
ERCC-00013-01	1010100	109.3944	0.9909091	5.397113	11	123.9469	0.8961039	5.349054	41	117.6016	0.9415584	7.38444	23	123.463	0.9675325	6.695673	25	132.1186	0.938961	8.331257	22	126.418	0.8636364	6.939621	19	124.3002	0.9272727	6.794997	24	108.2177	0.9948052	5.033294	14	127.0131	0.9376624	6.713272	25	166.4756	0.4012987	12.37965	19	125.7005	0.8493506	7.021497	27	133.257	0.8545455	8.574409	28	105.0147	0.9441559	5.136244	20	95.05647	0.9675325	4.118097	25	108.0183	0.9103896	4.609513	29	113.6206	0.8545455	6.687659	25	93.5621	0.974026	5.2735	17	107.544	0.8961039	6.021105	20	101.5891	0.9324675	5.263623	25	105.4886	0.9194805	5.523144	19	124.1142	0.7909091	7.325212	30	118.1649	0.7688312	6.982768	19	119.7997	0.848052	7.384033	22	133.0994	0.5194805	13.07804	18
ERCC-00014-02	2970682	158.8006	0.4649351	12.85973	23	130.2858	0.8103896	8.168348	24	130.8067	0.8194805	10.42132	23	160.8591	0.5155844	8.08215	23	128.2391	0.9558442	6.303903	24	128.1248	0.848052	6.898655	17	152.9528	0.5896104	9.899476	23	124.7472	0.9103896	6.050745	16	163.6901	0.4051948	10.82679	32	138.1272	0.8428571	9.646775	18	130.4146	0.7974026	8.046789	20	135.7566	0.8220779	7.146121	28	114.9581	0.8636364	5.571779	21	113.6056	0.7714286	6.71924	18	144.0518	0.5116883	9.098062	30	139.0626	0.5857143	7.660048	21	119.7509	0.6792208	7.719344	25	129.6346	0.6506494	6.738046	21	107.6591	0.8675325	5.852761	24	116.9565	0.8142857	8.792576	22	142.1179	0.5818182	11.86195	11	116.944	0.7805195	6.29176	26	120.0008	0.848052	5.375925	22	123.3537	0.6701299	7.839515	22
ERCC-00016-01	1450040	132.9531	0.8441558	9.469224	19	135.6588	0.7467533	4.288791	28	131.6329	0.8103896	8.479716	21	158.1463	0.5558441	10.63005	26	133.9751	0.9181818	6.648968	21	159.3651	0.325974	8.763827	27	160.8526	0.4311688	13.52756	15	147.5934	0.6285715	7.905037	26	150.7612	0.6558442	6.952749	27	140.8551	0.8116883	8.072164	21	140.6542	0.6376624	11.38946	16	124.1296	0.938961	5.873748	18	119.3357	0.8051948	5.771114	24	111.1859	0.8	4.393684	21	131.5361	0.687013	6.819088	27	134.7954	0.6428571	6.93993	31	118.8999	0.6935065	6.401362	27	132.3637	0.612987	7.480093	21	109.1308	0.8506494	5.600907	21	129.5121	0.651948	11.32198	14	140.5122	0.6077922	9.51458	30	122.9598	0.7155844	6.489844	25	130.3361	0.7415584	8.529697	21	128.5028	0.5935065	7.976339	24
ERCC-00017-02	5130189	131.0775	0.8584415	10.63505	9	124.3727	0.8883117	6.53486	21	142.2787	0.6649351	9.837585	22	131.9159	0.8909091	6.527709	27	142.7186	0.8077922	9.599723	20	121.4769	0.9168831	8.009926	23	128.7374	0.8883117	8.011592	20	106.2108	0.9987013	3.587672	26	125.7912	0.9441559	6.962385	24	134.798	0.8818182	6.031247	25	130.9113	0.7922078	9.045768	13	137.309	0.8051948	9.308113	28	120.3266	0.7935065	7.571639	24	105.9301	0.8623376	4.891511	23	108.7305	0.9051948	4.343077	22	108.6672	0.8961039	4.874921	31	98.23855	0.9428571	5.596786	24	109.5167	0.8805195	6.758782	22	93.39951	0.9818182	4.019057	28	118.7974	0.7922078	6.731738	31	112.4846	0.9051948	7.22754	18	121.5711	0.7337663	6.405109	30	124.4656	0.8064935	6.735266	28	107.1029	0.8844156	5.703525	19
ERCC-00019-01	4880307	126.9993	0.8922078	7.295107	24	104.2688	0.9961039	3.701201	18	133.6953	0.7831169	10.92423	22	133.3775	0.8675325	7.466697	22	117.1589	0.9909091	7.531362	14	150.4436	0.4766234	11.05629	26	120.4034	0.9558442	5.282116	23	126.1769	0.8948052	10.93994	15	126.9032	0.9376624	9.990829	18	136.6454	0.8571429	10.87992	19	114.9952	0.9545454	6.312798	27	109.4549	0.9896104	7.748519	20	99.99123	0.9779221	5.352393	19	115.6369	0.7441558	7.403457	18	98.43107	0.987013	4.753186	16	107.4083	0.9077922	5.70891	24	96.21798	0.9558442	5.199044	21	139.1186	0.5064935	11.50026	23	98.34399	0.9584416	5.481044	25	85.23092	1	4.068773	15	101.7057	0.9896104	4.168882	29	114.4451	0.8064935	7.394915	16	110.4156	0.9402598	3.298292	18	113.2506	0.7974026	3.94839	28
ERCC-00022-02	1070725	120.8197	0.9337662	4.957115	21	98.45235	1	5.168577	20	124.3443	0.8883117	6.653968	30	143.4617	0.7831169	9.432386	26	133.6271	0.9220779	7.183506	23	104.4542	0.9961039	4.283959	23	124.562	0.9233766	8.278302	21	123.4431	0.9233766	7.081852	24	120.1304	0.974026	4.90406	26	120.2835	0.9779221	6.082474	17	116.2893	0.9441559	5.438327	23	139.9851	0.7675325	9.654997	24	121.2879	0.7883117	6.808568	23	94.65421	0.9701298	4.301209	23	97.08915	0.9922078	3.532107	21	95.65289	0.9909091	4.141384	26	95.34531	0.9597403	4.14401	25	107.379	0.8987013	5.023253	21	97.50137	0.9610389	6.663686	18	91.39403	0.9922078	4.316121	26	108.5633	0.9428571	5.882282	19	95.3478	0.9909091	4.254121	24	115.0695	0.8909091	7.403198	27	117.7408	0.7467533	6.163235	36
ERCC-00024-02	6940193	125.4632	0.9077922	7.937142	27	113.0753	0.974026	7.312654	22	137.9754	0.7246753	13.2894	19	122.2668	0.9714286	5.106145	31	129.1509	0.9493507	5.816556	29	119.9708	0.9337662	9.487604	20	131.6933	0.851948	8.937957	26	135.7143	0.8038961	9.044463	24	109.1789	0.9974026	3.69014	25	134.3591	0.8831169	9.775598	19	114.6962	0.9545454	6.340991	24	151.7606	0.5805195	14.31413	28	111.5428	0.8844156	4.434658	22	94.00417	0.9766234	4.340358	22	107.662	0.912987	5.926777	31	98.58949	0.9831169	5.062703	27	95.98083	0.9558442	6.6722	20	124.4645	0.7025974	7.9592	18	101.0121	0.9376624	5.707988	29	97.30133	0.974026	5.662392	21	126.2537	0.7701299	12.41914	17	96.1415	0.9896104	7.768864	17	116.5386	0.8792208	7.110011	28	94.1282	0.9961039	5.585812	19
ERCC-00025-01	4120470	114.6678	0.9662338	4.627456	34	122.1754	0.9155844	5.999788	26	123.3187	0.8961039	7.686348	26	107.6088	0.9987013	5.376337	25	112.6181	0.9935065	5.846959	20	116.228	0.9636363	5.848132	23	119	0.9623377	8.467915	20	126.6462	0.8896104	8.59051	21	133.1145	0.8753247	7.004619	17	129.3705	0.9337662	5.030018	19	118.364	0.9311689	7.228678	24	102.898	1	4.063843	17	92.42274	0.9974026	3.703185	21	106.3723	0.861039	6.528399	29	101.5685	0.9649351	3.593732	34	103.319	0.9480519	6.291379	17	108.6105	0.8246753	8.133646	26	95.01614	0.9896104	3.888977	21	93.12134	0.9844156	3.71001	22	123.0636	0.7363636	13.05099	18	100.0486	0.9948052	3.94919	31	118.9215	0.7597402	8.650468	19	103.1791	0.9831169	3.698356	26	98.33396	0.9805195	4.883307	22
ERCC-00028-02	780445	136.7559	0.8116883	6.612917	25	142.6562	0.6402597	9.067599	21	151.5097	0.4649351	11.29146	20	153.1864	0.6597403	9.688102	22	128.2397	0.9558442	13.95471	11	135.6717	0.7311688	6.668319	28	143.4254	0.7285714	10.38943	25	148.8379	0.6051948	8.876838	19	158.7116	0.5142857	13.05738	16	140.4988	0.8168831	6.048257	19	128.686	0.8168831	8.994596	19	169.9328	0.2571429	14.52017	20	117.1307	0.8441558	7.35483	17	118.6184	0.7168831	7.103883	28	111.2859	0.8766234	4.722142	21	135.4257	0.6376624	7.28335	23	114.3034	0.7597402	6.793585	22	123.9609	0.7155844	7.65127	22	106.0214	0.8844156	4.303918	22	137.5773	0.5324675	10.46903	32	112.3848	0.9064935	4.116331	27	110.3083	0.8662338	4.427232	26	141.6071	0.5948052	10.27047	20	121.5945	0.6922078	8.447428	24
ERCC-00031-02	1300039	120.8656	0.9337662	5.964562	30	132.5101	0.7844156	6.549779	26	115.1189	0.9610389	6.210523	23	133.4832	0.8675325	8.402968	24	126.8729	0.9636363	4.081693	24	121.2425	0.9181818	7.249887	19	128.7611	0.8883117	6.745268	23	126.72	0.8896104	6.874395	19	136.401	0.848052	8.41937	28	132.0243	0.9090909	8.978722	16	116.2952	0.9441559	5.852467	28	128.553	0.9077922	8.685193	29	108.1626	0.9116883	3.937934	31	93.93758	0.9766234	4.592793	28	110.279	0.887013	5.614389	27	103.6936	0.9454545	4.438707	29	109.1538	0.8181818	5.5751	29	121.194	0.7467533	8.586875	25	101.3337	0.9324675	3.650706	34	95.22488	0.9831169	4.052217	24	103.0246	0.9844156	5.057649	20	110.5088	0.861039	8.235654	20	123.0524	0.8194805	10.65648	23	96.24658	0.9922078	4.308077	22
ERCC-00033-01	4560477	116.8375	0.951948	7.341259	20	138.4569	0.7103896	8.40234	33	118.6544	0.9337662	6.720129	26	140.6304	0.8077922	7.997668	24	123.8538	0.9701298	4.425451	32	115.7518	0.9636363	6.419048	23	126.0604	0.9103896	7.762247	28	141.689	0.7272727	9.317795	25	139.5733	0.8155844	14.56318	16	128.815	0.9402598	6.928421	23	119.7132	0.9207792	6.694371	23	113.2834	0.9831169	3.576702	29	126.6172	0.7415584	9.327907	24	100.3958	0.9233766	4.23938	34	98.78056	0.9857143	4.353253	26	106.8427	0.9116883	6.74117	25	99.19876	0.9311689	7.32011	20	107.5226	0.8961039	6.180223	23	106.9522	0.874026	5.179532	31	107.0557	0.9077922	4.227478	32	154.6048	0.3701299	11.83313	27	99.34881	0.9701298	3.340574	28	125.77	0.7987013	10.3575	15	104.5657	0.9207792	3.505023	32
ERCC-00034-02	5260497	120.4279	0.9350649	6.351556	23	132.5323	0.7844156	9.363461	17	119.294	0.925974	5.536273	19	128.5156	0.9220779	7.105327	23	141.9197	0.8207792	8.746154	25	118.4824	0.9493507	6.279938	24	146.9295	0.6831169	9.619099	27	136.6345	0.7961039	11.62191	19	121.2443	0.9727273	4.735206	21	116.4568	0.9831169	8.46496	13	113.5368	0.9623377	3.743713	26	130.7407	0.8818182	6.949158	31	112.3369	0.8818182	6.904958	25	112.5672	0.7896104	6.486691	29	117.7329	0.8207792	8.528996	23	111.729	0.8727273	4.734324	33	97.72845	0.9467533	6.037144	25	114.1901	0.8220779	6.260501	20	109.8091	0.8467532	5.517953	25	118.7863	0.7922078	6.551732	26	116.1331	0.864935	5.828393	25	114.9872	0.8038961	5.624747	23	130.9824	0.7324675	11.55949	15	85.68648	1	3.07351	15
ERCC-00035-02	2030731	145.8253	0.6831169	9.200519	22	136.3038	0.7415584	12.46142	14	125.0145	0.8805195	6.025942	21	138.5442	0.8285714	7.967036	31	159.1447	0.5636364	12.65774	19	140.5431	0.6493506	9.613753	19	130.7096	0.8636364	8.311855	13	156.1463	0.4636364	12.17732	22	141.0373	0.7922078	12.32542	14	155.7928	0.6064935	6.835258	19	130.8164	0.7935065	7.605078	11	130.5881	0.8831169	9.150134	17	121.1664	0.7896104	7.518611	19	94.29722	0.974026	7.170817	8	107.5159	0.9181818	5.705195	15	116.8332	0.8233766	5.840521	21	108.5374	0.8272727	6.150701	17	120.15	0.761039	5.640486	32	117.7691	0.7688312	7.658362	23	103.0457	0.9415584	4.616141	20	138.1939	0.6363636	8.919569	21	128.2983	0.6506494	10.04204	24	145.4035	0.5415584	13.7953	12	106.1023	0.8987013	7.978843	12
ERCC-00039-01	6040278	116.663	0.9545454	7.462114	24	118.2911	0.9350649	5.622246	19	121.3151	0.912987	7.607743	18	134.7038	0.8623376	7.649943	26	127.3717	0.9623377	6.750463	16	133.7232	0.761039	16.76014	11	129.2097	0.8831169	9.411958	22	114.919	0.9805195	4.548708	19	115.5144	0.9818182	6.33674	25	117.0399	0.9831169	6.666357	17	119.681	0.9207792	7.74064	24	142.4484	0.7155844	11.12938	22	122.6145	0.7727273	8.221893	25	84.61964	1	3.032724	14	103.3614	0.9532468	4.594838	21	100.841	0.9649351	3.547658	23	95.83727	0.9571428	4.936438	19	101.0564	0.9506493	5.917563	20	94.26626	0.9779221	4.723868	27	100.3481	0.9584416	4.918067	26	99.76205	0.9948052	4.364464	21	107.5446	0.8948052	5.384809	31	108.6768	0.9493507	6.447354	18	109.7133	0.8467532	6.670729	18
ERCC-00040-01	6350025	126.7833	0.8948052	5.664893	19	143.1882	0.6311688	10.94824	22	155.8123	0.3974026	13.26872	17	158.4671	0.5506493	18.4029	14	146.0314	0.7701299	12.93989	16	131.3161	0.8012987	4.881893	24	145.3575	0.7038961	7.987962	28	134.3211	0.8181818	7.314397	18	149.2743	0.6727273	8.560846	21	166.8903	0.3935065	9.931149	22	133.5788	0.7558442	8.526543	21	147.3249	0.6506494	10.09114	24	121.4975	0.7844156	7.123653	21	105.284	0.8662338	3.323433	25	124.1147	0.7506493	7.377263	25	121.9166	0.7727273	5.274404	33	120.7843	0.6571429	8.355515	25	107.149	0.9025974	4.133138	31	123.6896	0.6922078	7.823254	23	128.2209	0.6714286	7.479469	26	118.1196	0.851948	8.053519	18	113.7082	0.8181818	5.275494	25	118.3808	0.8584415	7.809736	13	100.8807	0.9610389	5.274641	20
ERCC-00041-01	2320315	111.6288	0.9831169	4.870388	24	139.5574	0.6961039	7.698268	37	125.8807	0.8753247	5.339152	17	128.9073	0.9194805	6.707292	29	134.3142	0.9142857	7.521389	26	127.6772	0.8532467	7.504434	19	135.4552	0.8194805	7.228485	20	123.6342	0.9194805	6.527803	19	134.6746	0.8597403	8.737159	21	133.3392	0.8961039	6.921781	18	125.8816	0.8467532	8.597087	19	123.029	0.9480519	7.294697	22	122.6843	0.7727273	8.336482	18	112.9225	0.7831169	5.686726	27	121.596	0.7805195	7.174098	20	125.8445	0.7376623	9.673706	18	112.4949	0.7779221	6.278212	32	116.1436	0.7974026	6.280152	27	109.6932	0.8467532	5.300065	28	122.5243	0.7480519	5.775831	24	138.0888	0.6363636	11.39847	21	100.4259	0.9597403	3.652572	19	124.9119	0.8051948	10.68451	7	109.6249	0.848052	6.141137	20
