TargetID	ProbeID	5445316054_A.AVG_Signal	5445316054_A.Detection Pval	5445316054_A.BEAD_STDERR	5445316054_A.Avg_NBEADS	5445316054_B.AVG_Signal	5445316054_B.Detection Pval	5445316054_B.BEAD_STDERR	5445316054_B.Avg_NBEADS	5445316054_C.AVG_Signal	5445316054_C.Detection Pval	5445316054_C.BEAD_STDERR	5445316054_C.Avg_NBEADS	5445316054_D.AVG_Signal	5445316054_D.Detection Pval	5445316054_D.BEAD_STDERR	5445316054_D.Avg_NBEADS	5445316054_E.AVG_Signal	5445316054_E.Detection Pval	5445316054_E.BEAD_STDERR	5445316054_E.Avg_NBEADS	5445316054_F.AVG_Signal	5445316054_F.Detection Pval	5445316054_F.BEAD_STDERR	5445316054_F.Avg_NBEADS	5445316054_G.AVG_Signal	5445316054_G.Detection Pval	5445316054_G.BEAD_STDERR	5445316054_G.Avg_NBEADS	5445316054_H.AVG_Signal	5445316054_H.Detection Pval	5445316054_H.BEAD_STDERR	5445316054_H.Avg_NBEADS	5445316054_I.AVG_Signal	5445316054_I.Detection Pval	5445316054_I.BEAD_STDERR	5445316054_I.Avg_NBEADS	5445316054_J.AVG_Signal	5445316054_J.Detection Pval	5445316054_J.BEAD_STDERR	5445316054_J.Avg_NBEADS	5445316054_K.AVG_Signal	5445316054_K.Detection Pval	5445316054_K.BEAD_STDERR	5445316054_K.Avg_NBEADS	5445316054_L.AVG_Signal	5445316054_L.Detection Pval	5445316054_L.BEAD_STDERR	5445316054_L.Avg_NBEADS	5491021084_A.AVG_Signal	5491021084_A.Detection Pval	5491021084_A.BEAD_STDERR	5491021084_A.Avg_NBEADS	5491021084_B.AVG_Signal	5491021084_B.Detection Pval	5491021084_B.BEAD_STDERR	5491021084_B.Avg_NBEADS	5491021084_C.AVG_Signal	5491021084_C.Detection Pval	5491021084_C.BEAD_STDERR	5491021084_C.Avg_NBEADS	5491021084_D.AVG_Signal	5491021084_D.Detection Pval	5491021084_D.BEAD_STDERR	5491021084_D.Avg_NBEADS	5491021084_E.AVG_Signal	5491021084_E.Detection Pval	5491021084_E.BEAD_STDERR	5491021084_E.Avg_NBEADS	5491021084_F.AVG_Signal	5491021084_F.Detection Pval	5491021084_F.BEAD_STDERR	5491021084_F.Avg_NBEADS	5491021084_G.AVG_Signal	5491021084_G.Detection Pval	5491021084_G.BEAD_STDERR	5491021084_G.Avg_NBEADS	5491021084_H.AVG_Signal	5491021084_H.Detection Pval	5491021084_H.BEAD_STDERR	5491021084_H.Avg_NBEADS	5491021084_I.AVG_Signal	5491021084_I.Detection Pval	5491021084_I.BEAD_STDERR	5491021084_I.Avg_NBEADS	5491021084_J.AVG_Signal	5491021084_J.Detection Pval	5491021084_J.BEAD_STDERR	5491021084_J.Avg_NBEADS	5491021084_K.AVG_Signal	5491021084_K.Detection Pval	5491021084_K.BEAD_STDERR	5491021084_K.Avg_NBEADS	5491021084_L.AVG_Signal	5491021084_L.Detection Pval	5491021084_L.BEAD_STDERR	5491021084_L.Avg_NBEADS
NEGATIVE	3140451	175.5418	0.2168831	12.7699	18	143.6761	0.6285715	6.17947	28	151.938	0.4571429	8.650338	27	164.5766	0.448052	9.790542	26	156.9085	0.6142857	7.566453	22	145.6557	0.5688311	5.275993	22	175.4387	0.1818182	17.96149	12	167.316	0.2766234	8.621473	25	193.131	0.08571429	12.46613	30	206.0279	0.02987013	16.37757	27	134.1086	0.7493507	3.939706	24	144.6517	0.6857143	7.996789	18	154.613	0.3766234	9.351732	25	137.3732	0.4350649	6.039618	33	148.7254	0.4584416	8.499021	24	147.2708	0.4597403	7.810514	26	142.6722	0.2961039	7.88384	28	140.1343	0.5012987	7.427413	32	153.8503	0.2415584	9.599301	28	146.1678	0.3766234	8.323819	28	148.8554	0.4779221	9.77907	21	138.1326	0.5064935	8.728792	25	162.6356	0.2753247	10.98314	27	148.2582	0.2571429	10.46066	25
NEGATIVE	3140470	117.3235	0.951948	8.148761	20	139.8735	0.6922078	10.46824	24	117.4717	0.9428571	5.756556	31	124.7807	0.9545454	7.685611	24	142.2798	0.812987	10.27142	23	129.4671	0.8324676	10.5369	21	141.4749	0.7532467	9.296636	23	137.9943	0.7857143	9.966393	22	142.7892	0.7714286	9.511973	20	142.2298	0.8025974	8.891741	19	127.4632	0.825974	7.738686	20	134.3426	0.8337662	8.616705	28	113.6884	0.8766234	8.021791	23	104.9709	0.8727273	5.266422	30	92.77733	0.9987013	4.478337	18	112.5472	0.8636364	8.155865	29	107.1897	0.8415585	6.907663	30	109.768	0.8779221	5.22681	23	103.3018	0.9116883	9.758688	19	108.7078	0.8987013	7.364417	21	130.0253	0.7194805	8.417397	34	101.0494	0.9545454	5.552293	28	111.875	0.9298701	6.671522	20	93.25962	0.9974026	5.661867	15
NEGATIVE	3140735	180.9498	0.161039	11.79306	16	175.5077	0.1155844	13.48586	18	156.2502	0.3922078	10.31283	19	221.6001	0.01688312	15.52654	21	167.9503	0.4077922	10.01689	22	173.0418	0.1311688	15.52083	18	159.4583	0.4610389	12.51109	14	150.0694	0.5792208	11.03496	13	217.5638	0.02077922	24.44195	18	201.5213	0.04285714	19.04645	20	162.5752	0.1844156	13.95087	14	153.1354	0.5467532	9.799978	19	163.3946	0.2675325	16.35612	17	146.399	0.274026	7.058171	21	177.7574	0.08051948	15.84805	15	163.1564	0.2246753	11.40793	17	141.0968	0.3194805	8.691002	24	176.6197	0.06103896	14.48237	11	169.3063	0.07272727	19.47395	15	163.1092	0.1402597	16.99302	13	159.4407	0.287013	8.332033	20	156.609	0.2168831	9.082073	20	170.243	0.1701299	9.461286	21	160.7944	0.1038961	11.67596	20
NEGATIVE	3170048	118.425	0.9454545	5.634125	26	118.2007	0.9363636	7.503177	24	107.6233	0.9935065	6.717648	23	152.6111	0.6662338	16.4433	14	150.2042	0.7194805	12.2681	25	116.9551	0.9597403	5.897461	28	138.2296	0.7987013	7.441112	32	133.4993	0.825974	6.60422	26	112.3824	0.9935065	5.94571	22	131.982	0.9103896	10.0857	21	127.5443	0.8246753	9.669932	15	117.9745	0.974026	6.842385	21	104.4373	0.9493507	6.223067	21	115.4609	0.7506493	6.987665	28	121.5274	0.7818182	7.624157	33	103.1553	0.9506493	4.906746	26	117.5773	0.7168831	8.072397	27	109.45	0.8831169	7.584293	22	106.9463	0.8753247	6.514189	27	110.9138	0.8727273	7.600551	19	114.384	0.8818182	7.564932	20	102.0498	0.9428571	5.473099	18	107.8569	0.9571428	8.120935	18	98.97488	0.9792208	4.074468	22
NEGATIVE	3170228	140.8914	0.761039	6.235143	19	162.2421	0.274026	9.750509	29	152.5988	0.4493507	10.29148	20	182.5901	0.1623377	17.22326	18	147.4876	0.7597402	7.312358	19	160.6785	0.2974026	11.11941	22	144.1498	0.7207792	8.450922	28	134.9079	0.812987	8.134383	14	148.6485	0.6818182	10.48368	17	160.7377	0.5155844	11.43542	16	135.8163	0.7194805	7.303083	17	141.9645	0.725974	8.955242	21	152.5022	0.4168831	11.68142	23	139.3647	0.4025974	7.673428	22	127.7361	0.712987	7.533731	23	161.9942	0.2376623	8.913231	28	132.7651	0.4610389	8.192698	18	129.2117	0.6584415	8.149362	19	145.1422	0.3844156	11.16589	28	151.3904	0.2753247	10.52156	20	149.763	0.4636364	8.818443	22	132.1372	0.5922078	6.746541	26	143.7529	0.5662338	5.873708	21	112.7518	0.8077922	7.658702	21
NEGATIVE	3170435	152.4363	0.5831169	11.80865	19	163.9861	0.2454545	12.30413	19	170.4575	0.1467533	13.50238	22	164.3872	0.4545455	10.38645	21	142.6641	0.8090909	7.301991	22	120.1791	0.9311689	7.004776	15	153.3463	0.5831169	9.514277	25	146.103	0.6558442	6.076159	22	185.6249	0.1324675	13.74955	23	131.8181	0.9116883	3.35581	16	145.7254	0.5311688	7.282369	19	132.3142	0.8662338	9.485879	16	156.9847	0.3441558	9.809332	31	149.2367	0.2311688	11.86258	23	164.501	0.2207792	13.55361	17	143.3748	0.5246753	6.936876	24	114.4583	0.7584416	8.651866	17	135.9943	0.5662338	6.620169	21	135.872	0.5311688	7.439161	22	149.4778	0.312987	10.89721	19	165.9032	0.2	10.60481	28	136.449	0.5311688	6.442397	24	171.7848	0.1467533	15.84484	19	147.0088	0.2844156	10.6513	24
NEGATIVE	3170603	154.5854	0.5467532	6.640136	23	153.3173	0.4610389	10.43228	22	137.9734	0.725974	8.632326	16	150.8044	0.6844156	5.830896	16	189.6217	0.1220779	10.42749	16	149.0007	0.5077922	7.086078	25	171.1484	0.2532468	9.006577	32	142.6994	0.7181818	9.878609	18	176.3532	0.212987	16.57381	13	170.766	0.3207792	11.25305	18	147.1738	0.4974026	9.287904	19	139.8361	0.7701299	8.842462	21	150.7619	0.4402598	8.549953	19	143.8981	0.312987	8.511177	20	133.3518	0.6558442	5.955059	19	154.5355	0.3441558	12.24794	19	141.5136	0.3116883	11.21598	18	141.0721	0.4909091	7.729418	21	136.7364	0.5103896	10.12154	26	138.8991	0.5025974	9.134784	26	140.7063	0.6077922	9.735085	20	137.3056	0.5246753	6.182452	24	181.847	0.08181818	9.98693	22	125.5964	0.635065	6.517879	26
NEGATIVE	3180201	145.4418	0.6883117	9.163427	17	118.867	0.9324675	6.567829	24	133.7224	0.7831169	7.116251	13	132.9661	0.8792208	7.21928	15	141.8544	0.8220779	8.184892	26	176.4424	0.09220779	19.50674	15	121.1478	0.9532468	5.65029	25	130.2175	0.8675325	8.505321	21	170.8131	0.2961039	16.18747	14	147.1957	0.7493507	10.36795	17	126.8804	0.8324676	6.682875	23	155.2377	0.5116883	11.21713	23	107.9941	0.9155844	4.789177	28	110.0921	0.8077922	4.77555	24	129.8932	0.6987013	7.464214	22	129.3175	0.7	7.005254	35	116.889	0.7272727	7.959708	19	110.8113	0.8623376	5.882738	22	110.2477	0.8415585	5.368999	26	110.8762	0.874026	7.443521	18	123.0119	0.8	7.878778	21	118.4148	0.7662337	5.708499	24	117.9019	0.864935	5.628199	19	118.559	0.7363636	7.015353	21
NEGATIVE	3180332	122.2655	0.9298701	6.974404	22	122.513	0.9103896	6.360651	21	131.6628	0.8103896	7.209377	32	139.8507	0.8207792	7.738667	23	138.2494	0.8675325	6.924611	24	118.9993	0.9428571	5.46569	20	119.1799	0.9623377	4.972391	16	121.6497	0.9428571	6.747035	19	111.3824	0.9974026	5.036392	18	132.8927	0.9025974	6.729206	24	145.356	0.5428572	12.52837	19	129.5803	0.8948052	7.225543	29	125.9096	0.7480519	11.55648	20	94.72198	0.9701298	4.447563	23	102.6922	0.9597403	4.685021	25	102.5247	0.9532468	5.150853	23	106.8652	0.8467532	4.741231	32	101.8906	0.9480519	6.154479	16	102.8297	0.9246753	5.603814	23	111.6296	0.8675325	6.694689	21	103.2681	0.9831169	5.548975	20	106.5767	0.9051948	6.071514	25	111.0847	0.9363636	5.553798	18	110.1649	0.8389611	5.615024	20
NEGATIVE	3180739	151.2678	0.6038961	7.185805	17	180.9811	0.08831169	11.4727	20	139.2924	0.7116883	7.81788	27	179.0528	0.1948052	16.31809	19	161.2691	0.5194805	8.070558	27	146.9832	0.5441558	11.9594	16	146.2813	0.6922078	6.754844	25	151.4347	0.5558441	6.955946	21	160.8912	0.4623377	12.70112	19	163.7368	0.4649351	9.82463	20	142.6995	0.5974026	4.28611	22	151.9697	0.5753247	7.608007	25	150.3958	0.448052	18.01711	17	136.064	0.4623377	7.278563	27	133.1324	0.6623377	8.694597	27	133.9646	0.651948	8.604881	27	121.5934	0.6467533	6.015246	27	157.4224	0.2376623	9.013863	37	123.5469	0.6948052	7.331192	31	131.0394	0.6207792	9.624391	17	127.2075	0.7597402	6.546483	24	136.2119	0.5350649	9.519191	31	167.6968	0.2077922	11.31241	33	133.2873	0.5168831	6.182845	27
NEGATIVE	3190039	178.3844	0.1883117	15.20247	24	148.2259	0.5623376	9.615472	15	155.2337	0.4064935	9.98702	26	174.6747	0.2623377	11.08367	17	148.8818	0.7428572	4.377815	13	138.3773	0.6909091	6.056107	16	163.5361	0.3766234	9.369428	17	148.4601	0.6090909	10.27406	22	158.4266	0.5220779	8.798164	26	147.105	0.7558442	10.92554	16	137.5016	0.6948052	5.95488	17	158.7093	0.4298701	12.37743	11	122.6117	0.774026	9.004924	18	146.1009	0.2779221	11.27612	16	148.5076	0.4623377	8.358803	25	140.4557	0.5675325	7.286995	21	126.2775	0.5779221	7.93378	21	127.9639	0.6701299	8.764773	12	125.1117	0.6753247	7.959503	23	160.0302	0.1727273	13.16211	24	129.3217	0.7272727	8.062122	17	138.0983	0.5077922	7.49378	28	158.7701	0.3376623	9.666498	31	147.1968	0.2753247	7.950249	23
NEGATIVE	3190368	194.2451	0.06363636	12.61253	22	176.9265	0.1064935	11.46009	22	165.1584	0.2402597	7.746147	26	154.5568	0.6337662	8.527266	18	196.6919	0.08571429	13.72126	25	185.6441	0.04285714	12.23576	23	160.0694	0.4428571	9.186938	20	156.3052	0.4636364	9.959754	22	170.9376	0.2935065	11.06393	25	201.1901	0.04545455	21.26257	14	162.4066	0.1896104	8.535604	21	187.5585	0.08571429	16.70658	20	167.312	0.2168831	12.20656	18	164.9802	0.08311688	10.41626	25	144.7976	0.5038961	10.62359	15	152.7912	0.3701299	11.97818	20	150.9116	0.1805195	8.617329	28	165.269	0.1506494	8.288873	23	159.0058	0.1792208	13.12677	22	177.753	0.04285714	12.465	20	174.3407	0.1064935	11.08003	20	162.5053	0.1415584	8.381567	26	134.1302	0.7012987	5.74862	23	179.7872	0.02727273	12.83226	18
NEGATIVE	3190646	157.746	0.4909091	12.77937	20	151.7611	0.4935065	10.13565	13	161.1499	0.3051948	6.605306	27	179.114	0.1935065	13.96475	22	200.5362	0.06363636	17.73212	23	180.9033	0.06233766	10.91881	32	189.9494	0.06103896	15.87009	19	207.1397	0.01688312	13.95233	32	154.3828	0.6	8.610149	15	173.3073	0.2883117	10.2359	19	161.8969	0.1974026	11.05072	19	177.9872	0.1558442	14.17526	20	142.5259	0.5714286	10.64798	16	154.1721	0.174026	10.78408	30	158.1325	0.2896104	8.459991	25	153.7372	0.3545454	9.7553	24	136.5382	0.4064935	8.327267	21	148.0785	0.3818182	11.1857	15	148.8041	0.3090909	12.09894	25	162.217	0.1584416	14.89056	24	148.1383	0.4974026	10.59264	19	144.6497	0.4038961	11.03777	22	154.4927	0.4077922	8.913894	21	141.667	0.3753247	8.366578	23
NEGATIVE	3290608	172.4787	0.2519481	13.62728	15	154.8857	0.4337662	6.065058	35	188.4297	0.03376623	12.70657	19	177.6802	0.2194805	10.22384	26	192.4183	0.1064935	16.01606	17	155.0465	0.4025974	6.969508	24	176.9615	0.1688312	10.34381	23	171.4212	0.212987	11.61341	14	180.7564	0.1714286	11.44275	23	184.549	0.1480519	14.66837	19	158.9533	0.2545455	8.530061	27	159.1895	0.4168831	6.842595	28	149.4632	0.4701299	11.47998	23	153.8987	0.1766234	9.361891	23	157.4634	0.3	8.357303	37	159.1255	0.2766234	8.84277	34	144.2824	0.2727273	7.834214	26	150.8124	0.3298701	8.345051	28	136.8353	0.5090909	7.470093	30	144.3876	0.4025974	7.858099	24	146.4268	0.5220779	6.621044	30	147.6794	0.3584416	8.617251	24	174.7192	0.1194805	6.419827	34	145.4609	0.312987	7.794003	30
NEGATIVE	3310017	155.0211	0.5337662	14.53143	15	159.2332	0.3285714	9.576061	23	183.7462	0.04805195	15.71531	17	192.6235	0.09740259	14.79968	23	174.9215	0.2805195	13.25112	19	153.5821	0.4246753	6.725941	16	143.8614	0.7233766	7.684704	21	173.3176	0.1961039	12.02319	14	145.6386	0.7324675	7.310371	17	195.7546	0.05844156	15.12334	21	146.9887	0.5038961	11.79385	17	148.1724	0.6467533	9.018036	18	156.504	0.3558442	9.169696	24	142.3207	0.3402597	8.076717	24	170.5296	0.1441558	6.811525	21	139.0808	0.5857143	8.809322	22	141.5901	0.3090909	8.312098	23	150.9912	0.325974	10.00171	27	124.6914	0.6779221	8.235219	20	145.6488	0.3818182	8.142591	24	162.4916	0.2545455	11.96177	24	161.5637	0.1532468	12.77414	26	158.2101	0.3467532	14.32973	14	124.746	0.6506494	7.464294	16
NEGATIVE	3310072	149.4812	0.6298701	9.337995	14	147.0036	0.5766234	7.813892	20	162.6738	0.2779221	10.52381	23	156.6412	0.5883117	5.342896	24	185.9182	0.1441558	13.86423	26	171.7248	0.1454545	14.38562	13	161.7472	0.4103896	7.308585	29	154.8204	0.4792208	16.36741	14	169.3609	0.3181818	11.14688	23	161.8505	0.4961039	9.363462	18	155.2459	0.3155844	7.675395	23	159.1663	0.4194805	9.857372	29	155.9187	0.3597403	11.88884	14	142.861	0.325974	10.79532	27	138.9504	0.5896104	6.616948	21	169.3419	0.1363636	16.94961	20	126.3725	0.5753247	10.39144	22	118.6341	0.774026	7.99293	23	120.9078	0.7402598	8.063507	20	142.3145	0.438961	7.80355	27	151.4267	0.4441558	8.002161	25	148.8268	0.3272727	7.768661	25	164.9937	0.2415584	7.760239	18	140.8647	0.3844156	8.869676	23
NEGATIVE	3310433	158.9398	0.4636364	10.42223	26	166.9444	0.1935065	10.96143	22	140.6998	0.6922078	9.307976	16	165.7949	0.4207792	9.411981	18	183.0698	0.1766234	13.22885	17	163.0017	0.2415584	12.28386	15	199.0338	0.03506494	17.06537	22	174.2356	0.1779221	13.13159	25	237.5521	0.007792208	25.64652	17	148.2745	0.7324675	9.468403	16	165.7868	0.1506494	13.82196	16	151.2193	0.5883117	6.986821	26	134.2934	0.6753247	6.975048	28	147.881	0.2506494	13.93536	18	146.5958	0.487013	10.45975	19	152.7195	0.3727273	10.45257	25	144.2749	0.274026	11.22005	22	141.8937	0.4766234	12.89432	16	148.6371	0.3103896	10.74399	24	134.0168	0.5818182	10.01863	23	151.3083	0.4454545	9.868437	25	137.6181	0.5168831	10.62096	13	164.2292	0.2532468	13.27018	22	124.9442	0.6467533	9.926438	19
NEGATIVE	3310577	116.1691	0.9584416	7.34499	15	99.31635	1	5.32912	9	124.3464	0.8883117	8.189746	14	121.6006	0.974026	5.82402	14	121.9858	0.9831169	6.711265	21	109.6975	0.9844156	4.733667	20	124.5996	0.9233766	6.380868	15	121.4729	0.9467533	8.660965	16	108.5937	0.9987013	5.769347	20	134.5141	0.8831169	9.253687	18	119.65	0.9220779	8.147434	20	133.9199	0.8402597	7.772301	13	116.3963	0.851948	5.45272	23	102.802	0.8974026	4.281116	24	107.2602	0.9220779	5.51285	15	126.4078	0.7324675	8.536852	19	107.7146	0.8363636	7.219062	26	104.5036	0.9311689	6.642581	14	122.7333	0.7064935	9.473355	16	116.0698	0.8246753	9.368404	17	124.4245	0.7883117	6.950488	25	131.3714	0.6051948	10.74428	13	128.7128	0.761039	9.073845	18	108.6693	0.864935	5.160439	20
NEGATIVE	3310612	238.8013	0.005194805	24.49784	21	197.2685	0.02727273	15.68408	20	149.5528	0.5038961	4.921582	17	175.3839	0.2506494	10.6856	21	181.6369	0.1948052	9.455622	17	187.8313	0.03506494	10.24103	19	183.8218	0.09220779	15.12277	21	183.0315	0.0948052	10.96559	17	205.3745	0.03896104	13.2294	15	197.3694	0.05194805	9.600407	25	146.7299	0.5090909	10.30925	18	233.3716	0.005194805	27.911	17	185.2624	0.07272727	8.365296	26	158.1712	0.1337662	11.29313	17	212.3774	0.005194805	17.57321	24	168.8692	0.1467533	11.16668	20	140.7457	0.3233766	9.849394	15	173.0119	0.08701298	8.982137	24	148.3066	0.3168831	10.54369	13	148.3045	0.3376623	8.540614	22	173.1695	0.1181818	9.691304	20	157.1971	0.2077922	5.603707	26	188.0256	0.04935065	10.89072	18	161.2419	0.1	8.326313	31
NEGATIVE	3360070	163.1329	0.3896104	9.262227	28	141.8888	0.6597403	5.598422	22	147.7874	0.5532467	8.155488	25	173.754	0.274026	8.0326	18	184.656	0.1558442	10.73335	25	170.0869	0.1636364	10.6942	19	194.6198	0.04155844	18.52415	18	163.0128	0.338961	7.599397	20	174.396	0.2402597	10.7495	20	178.6197	0.2038961	9.762897	20	147.0739	0.5025974	6.832608	18	206.4997	0.02727273	19.8338	20	163.6669	0.2597403	10.13482	20	142.6506	0.3350649	8.28862	27	149.277	0.451948	10.45248	17	147.327	0.4584416	10.0616	17	135.8721	0.4142857	8.765509	22	190.6143	0.01818182	16.48377	25	145.8932	0.3675325	9.542959	26	143.3379	0.4233766	8.514934	27	152.084	0.4285714	9.470274	28	133.9487	0.5766234	5.168534	25	175.5231	0.112987	9.542699	18	136.0067	0.4675325	9.202605	19
NEGATIVE	3360202	182.0477	0.1441558	15.94152	21	141.3199	0.6675324	6.210563	19	120.9782	0.9155844	5.538483	14	140.1599	0.8194805	7.447026	22	170.3572	0.3688312	12.6886	20	175.5234	0.1038961	17.33175	17	174.4876	0.1974026	11.23454	19	147.788	0.6285715	7.030169	26	163.5119	0.412987	7.693866	26	162.2892	0.4896104	10.5183	11	140.0026	0.6558442	8.13959	14	183.1586	0.1064935	18.7038	10	158.853	0.3194805	13.30172	16	137.2397	0.4363636	11.55562	18	165.105	0.2090909	12.76811	20	159.4052	0.2727273	15.49897	16	162.9554	0.07272727	14.69828	14	143.6062	0.448052	10.63616	17	136.5509	0.512987	10.14009	21	125.8108	0.6974026	5.973804	23	148.6734	0.4831169	15.5787	12	157.8363	0.2012987	12.47538	21	139.5533	0.612987	8.921898	16	182.0797	0.01948052	13.21808	22
NEGATIVE	3360274	173.0306	0.2402597	10.26138	26	153.2548	0.4623377	8.186777	28	165.475	0.2311688	11.93203	21	182.4022	0.1649351	14.51366	19	177.8461	0.238961	14.76121	17	170.1646	0.1623377	9.877235	23	170.0839	0.2727273	10.09116	18	145.4912	0.6649351	6.74801	18	168.1572	0.338961	12.11648	23	178.3376	0.2064935	12.24563	25	162.1637	0.1935065	10.13273	19	180.7489	0.1350649	8.838171	23	167.8012	0.2090909	12.45784	23	149.5166	0.225974	6.568286	30	148.4686	0.4636364	10.79449	25	146.5728	0.4701299	6.241967	10	167.9825	0.05454545	11.19693	30	157.4603	0.2363636	10.73898	29	170.5821	0.06233766	7.742602	23	151.471	0.274026	10.12639	27	136.8227	0.6545454	7.898004	19	131.9852	0.5948052	6.439704	25	150.0154	0.4701299	8.920773	28	145.2672	0.3168831	7.610813	23
NEGATIVE	3370017	170.9525	0.274026	8.147212	28	148.5018	0.5584416	9.528349	21	156.7611	0.3896104	8.364617	24	187.1797	0.1246753	11.59214	24	160.9469	0.5298702	9.245292	23	163.6344	0.2311688	8.920315	24	163.1978	0.3818182	7.37993	26	149.6244	0.5896104	11.75023	17	174.9377	0.2298701	12.51752	26	165.7078	0.4168831	8.076098	20	161.3922	0.2064935	6.47122	24	159.0417	0.4233766	9.843462	21	129.7971	0.7116883	7.189445	23	142.1559	0.3441558	4.96382	23	164.8712	0.2155844	10.26048	29	160.4984	0.2571429	11.70556	26	120.879	0.6558442	7.046789	23	156.3779	0.2519481	10.11394	16	140.0934	0.4506494	10.88774	26	136.2067	0.5493507	6.8449	25	157.9018	0.3142857	7.47708	26	155.3377	0.2350649	9.195048	36	155.7103	0.3922078	8.717586	20	150.608	0.2116883	8.70498	34
NEGATIVE	3370154	198.6306	0.04675325	21.85997	18	126.441	0.8623376	6.129845	20	133.4558	0.7896104	7.186423	22	125.8067	0.9415584	5.263871	12	160.7858	0.5324675	9.964749	16	179.5297	0.07142857	21.81831	17	161.5186	0.4181818	13.64792	25	148.8833	0.6051948	9.255767	17	153.7071	0.6116883	9.184198	22	162.5812	0.4844156	11.43131	20	135.8036	0.7207792	7.188659	17	202.0702	0.03506494	32.03006	11	125.198	0.7571428	7.524569	17	112.7008	0.787013	5.852901	14	120.5197	0.7909091	4.914857	23	134.406	0.6441559	9.121369	27	110.4991	0.8064935	6.93935	25	121.6068	0.7415584	7.424418	25	144.5948	0.3961039	12.97034	18	109.0301	0.8935065	5.035714	26	126.9072	0.7649351	7.217369	25	100.3724	0.9610389	4.424642	15	127.5726	0.7805195	7.862568	20	122.4462	0.6844156	8.909211	21
NEGATIVE	3370167	195.8019	0.05454545	11.53463	17	225.8693	0.005194805	18.54736	19	167.9216	0.1844156	10.61962	24	168.9709	0.3545454	9.463401	15	193.3216	0.1025974	13.30662	22	170.6526	0.1532468	10.41505	18	175.8587	0.174026	12.74087	19	166.1507	0.2896104	8.727338	24	204.1563	0.04415584	15.61392	21	190.7757	0.08961039	13.39808	22	175.744	0.07012987	23.95098	11	153.7715	0.5402597	10.01804	15	218.8321	0.01168831	31.5826	14	150.0983	0.2194805	10.31955	19	168.5413	0.1662338	14.03892	17	194.855	0.02207792	16.62668	22	164.3233	0.06363636	13.06283	21	178.2935	0.04675325	12.7103	29	165.4083	0.09350649	10.08122	25	157.7713	0.2	11.82453	21	166.4076	0.1922078	8.001615	22	169.4802	0.08571429	12.98119	23	163.9629	0.2571429	12.0973	14	135.6698	0.4766234	4.346242	13
NEGATIVE	3370228	162.1136	0.4155844	5.193048	19	192.4882	0.04155844	24.16521	17	143.5151	0.6376624	9.308696	16	158.1543	0.5558441	8.248035	20	122.5561	0.9792208	4.057961	11	141.6575	0.6376624	8.547021	20	192.2391	0.05064935	15.29762	16	175.7955	0.1545455	14.85745	22	158.5604	0.5181818	10.33715	15	165.3786	0.4285714	10.20267	18	201.0589	0.009090909	25.13542	9	141.6529	0.7272727	7.115391	22	138.2631	0.6311688	9.11172	17	131.1479	0.5389611	9.95346	16	153.1888	0.3792208	12.42785	20	140.6303	0.5649351	16.50667	13	142.0066	0.3025974	9.94831	23	186.4011	0.02727273	18.42453	17	130.7579	0.5779221	9.711353	23	152.869	0.261039	7.87189	19	135.6594	0.6701299	7.231652	19	144.3161	0.4090909	10.84761	19	161.7976	0.2831169	10.32714	22	125.9983	0.6233766	8.703559	15
NEGATIVE	3390112	157.4662	0.4961039	11.99552	16	154.7832	0.4363636	8.750744	24	134.2613	0.7766234	8.175154	19	157.6907	0.5662338	9.486493	18	165.7033	0.4441558	9.730959	22	160.7232	0.2948052	11.5884	17	158.7718	0.4714286	10.45157	21	164.5052	0.312987	10.2162	21	129.6728	0.9155844	5.373736	18	187.0574	0.1194805	11.83747	20	143.8519	0.574026	8.080519	21	149.9766	0.612987	9.670271	23	132.418	0.6909091	7.964136	19	136.135	0.4597403	8.562327	22	124.2057	0.7506493	6.112491	24	139.0209	0.5896104	7.667586	26	151.5462	0.1753247	16.18451	16	133.9702	0.5987013	11.46107	19	129.2318	0.5948052	8.785484	22	123.4291	0.7324675	6.032472	27	153.0839	0.4	13.42581	20	124.8564	0.6935065	9.831419	22	128.5046	0.7649351	5.916415	27	139.185	0.4051948	9.254313	27
NEGATIVE	3390358	146.2488	0.6753247	8.397769	16	155.514	0.4194805	6.604707	22	145.0576	0.6103896	9.197006	23	197.7614	0.06623377	26.62952	11	182.0402	0.1935065	14.27955	17	135.6275	0.7337663	5.408508	22	145.0341	0.7077922	8.531839	18	151.4276	0.5584416	9.247987	17	155.1532	0.5844156	6.413658	23	190.7525	0.09090909	21.09376	11	179.9037	0.05454545	14.9307	17	154.188	0.5298702	8.18687	27	168.367	0.2051948	14.50732	24	135.8227	0.4675325	9.722973	16	161.593	0.2506494	12.92147	18	156.1898	0.3207792	10.33748	19	155.4101	0.1428571	9.03202	28	145.1795	0.4246753	9.994836	15	133.0224	0.5623376	9.961792	14	135.7113	0.5558441	10.33586	18	165.1693	0.2155844	10.3552	19	144.0356	0.412987	7.649152	26	180.2762	0.09220779	14.56824	21	128.9946	0.5818182	7.777339	20
